1991	01	0.06713698
1991	02	0.042476065
1991	03	0.03187773
1991	04	0.16823472
1991	05	2.8043146
1991	06	1.959065
1991	07	2.4751189
1991	08	0.7803699
1991	09	0.52853435
1991	10	0.38483036
1991	11	0.19330855
1991	12	0.10861284
1992	01	0.05660172
1992	02	0.038209986
1992	03	0.037385073
1992	04	0.12619609
1992	05	6.5470114
1992	06	4.518495
1992	07	1.0484083
1992	08	0.6704781
1992	09	0.61546266
1992	10	0.34091732
1992	11	0.17439972
1992	12	0.09425396
1993	01	0.049733974
1993	02	0.03075412
1993	03	0.02638087
1993	04	0.082874484
1993	05	0.73840815
1993	06	4.5699596
1993	07	2.0129921
1993	08	0.81018716
1993	09	0.56307214
1993	10	0.28207457
1993	11	0.14365056
1993	12	0.07998522
1994	01	0.044031605
1994	02	0.030412124
1994	03	0.020642959
1994	04	0.28265247
1994	05	0.19621314
1994	06	2.479186
1994	07	3.052436
1994	08	0.9068995
1994	09	0.7783237
1994	10	0.51581025
1994	11	0.22533967
1994	12	0.117856905
1995	01	0.056966618
1995	02	0.032773394
1995	03	0.027501678
1995	04	0.15318364
1995	05	0.09206658
1995	06	1.2959201
1995	07	3.233417
1995	08	1.5636097
1995	09	0.6783791
1995	10	0.3328366
1995	11	0.15755321
1995	12	0.08397551
1996	01	0.04809354
1996	02	0.031048838
1996	03	0.034162365
1996	04	0.029395815
1996	05	0.09076744
1996	06	0.40840423
1996	07	0.41317642
1996	08	0.8759288
1996	09	0.55448204
1996	10	0.24879776
1996	11	0.12866035
1996	12	0.06744579
1997	01	0.037431564
1997	02	0.028256116
1997	03	0.018734258
1997	04	0.48676375
1997	05	0.47681043
1997	06	5.463715
1997	07	1.2290342
1997	08	1.432973
1997	09	1.6973166
1997	10	0.6035004
1997	11	0.31041765
1997	12	0.14346139
1998	01	0.07313971
1998	02	0.05055001
1998	03	0.038121946
1998	04	0.03800607
1998	05	0.10534798
1998	06	0.13421252
1998	07	0.21732834
1998	08	0.2610709
1998	09	0.31680536
1998	10	0.17444696
1998	11	0.10476678
1998	12	0.06296079
1999	01	0.038284894
1999	02	0.025607312
1999	03	0.018964307
1999	04	0.017239476
1999	05	0.22880775
1999	06	1.9313828
1999	07	1.4099829
1999	08	1.3634733
1999	09	3.4270875
1999	10	0.46500865
1999	11	0.18259336
1999	12	0.08531021
2000	01	0.0454873
2000	02	0.14025591
2000	03	0.02703897
2000	04	0.027033169
2000	05	0.04206963
2000	06	4.2819347
2000	07	1.919614
2000	08	0.79762703
2000	09	2.9009345
2000	10	0.616501
2000	11	0.21596752
2000	12	0.10290848
2001	01	0.07422163
2001	02	0.03701203
2001	03	0.028256675
2001	04	0.034138683
2001	05	1.7996403
2001	06	2.239532
2001	07	5.7369256
2001	08	1.9000032
2001	09	1.096987
2001	10	0.2737591
2001	11	0.13415854
2001	12	0.06764063
2002	01	0.036583133
2002	02	0.6913672
2002	03	0.20547314
2002	04	0.06735661
2002	05	0.61331296
2002	06	2.4018576
2002	07	0.9907528
2002	08	4.0459137
2002	09	1.1670583
2002	10	0.8339211
2002	11	0.44875878
2002	12	0.18008152
2003	01	0.081026286
2003	02	0.043887105
2003	03	0.030895306
2003	04	0.024803597
2003	05	0.22915001
2003	06	1.4794097
2003	07	1.13226
2003	08	0.68661916
2003	09	0.5174232
2003	10	0.35042092
2003	11	0.20383154
2003	12	0.098651305
2004	01	0.04824262
2004	02	0.02659421
2004	03	0.026920108
2004	04	0.15488553
2004	05	0.026954917
2004	06	0.5878211
2004	07	3.0605404
2004	08	1.2025611
2004	09	0.6616802
2004	10	0.4509423
2004	11	0.22832055
2004	12	0.12676534
2005	01	0.06304861
2005	02	0.03803235
2005	03	0.02982497
2005	04	0.023872513
2005	05	0.9130436
2005	06	3.5651612
2005	07	3.5924637
2005	08	2.7229736
2005	09	1.217139
2005	10	0.31688383
2005	11	0.1398415
2005	12	0.08148487
2006	01	0.042998333
2006	02	0.025775876
2006	03	0.019716153
2006	04	0.25726643
2006	05	0.25931022
2006	06	3.5074816
2006	07	3.7755506
2006	08	2.380379
2006	09	0.5559699
2006	10	0.334902
2006	11	0.17229924
2006	12	0.102815025
2007	01	0.05560272
2007	02	0.04648492
2007	03	0.03367824
2007	04	0.059509493
2007	05	0.04852917
2007	06	0.20651563
2007	07	1.6510723
2007	08	0.9606939
2007	09	0.46244314
2007	10	0.23871808
2007	11	0.12252362
2007	12	0.06534263
2008	01	0.034530856
2008	02	0.0205236
2008	03	0.018580208
2008	04	0.05876232
2008	05	2.515712
2008	06	1.925737
2008	07	1.1126313
2008	08	2.257189
2008	09	1.1631169
