Clave,Longitud,Latitud,comid
E047010110,-76.605166670000003,0.685916670000000,620868501
E047010180,-76.844999999999999,1.145416670000000,620452926
E047015080,-77.303611110000006,0.804916670000000,620682735
E047015100,-77.161472219999993,1.159944440000000,620633180
E047075010,-72.789583329999999,-1.444611110000000,620956679
E051025090,-78.695583330000005,1.550194440000000,670054561
E052010020,-77.221694439999993,2.032805560000000,670053518
E052010030,-77.337500000000006,1.739444440000000,670048409
E052010040,-76.737750000000005,2.262388890000000,670048391
E052010050,-76.787861109999994,2.232250000000000,670048391
E052010140,-77.429444439999997,1.594444440000000,670068894
E052020010,-77.003055560000007,2.046388890000000,670083214
E052020050,-76.991611109999994,1.880166670000000,670043284
E052020070,-76.782888889999995,1.814166670000000,670034070
E052030030,-77.132666670000006,1.583055560000000,670029984
E052030060,-77.014972220000004,1.665638890000000,670060700
E052040040,-77.149722220000001,1.404166670000000,670044326
E052040050,-77.030527780000000,1.397333330000000,670044325
E052040060,-77.174055559999999,1.287305560000000,670031019
E052040160,-77.135305560000006,1.505277780000000,670026914
E052045020,-77.290861109999994,1.394083330000000,670048422
E052045030,-77.032611110000005,1.538722220000000,670035105
E052045040,-77.267499999999998,1.549166670000000,670023841
E052045070,-77.189999999999998,1.199998330000000,670037165
E052050010,-77.439444440000003,1.454444440000000,670041253
E052050020,-77.591416670000001,1.341444440000000,670051496
E052050040,-77.479194440000001,1.322250000000000,670074025
E052050050,-77.679666670000003,1.220638890000000,670049452
E052050060,-77.299722220000007,1.099500000000000,670043312
E052050080,-77.391972220000000,1.094166670000000,670053553
E052050090,-77.499555560000005,1.055250000000000,670082226
E052050100,-77.581388889999999,0.906666670000000,670054583
E052050110,-77.787111109999998,0.908000000000000,670048440
E052050120,-77.502916670000005,0.888250000000000,670064825
E052050130,-77.848333330000003,0.811666670000000,670059707
E052050140,-77.526111110000002,1.348055560000000,670036135
E052055030,-77.465111109999995,1.184361110000000,670045358
E052055060,-77.583055560000005,1.373555560000000,670051495
E052055090,-77.389361109999996,1.107583330000000,670038191
E052055210,-77.278805559999995,1.160000000000000,670040239
E052055220,-77.636888889999994,1.070611110000000,670043314
E052055230,-77.677750000000003,0.857083330000000,670048441
E052060040,-77.641694439999995,1.529166670000000,670022816
E052065020,-78.140000000000001,1.670000000000000,670062747
E052070030,-77.527777779999994,1.739722220000000,670074009
E052080010,-77.505555560000005,1.651388890000000,670057629
E053050020,-77.663611110000005,2.773611110000000,670034035
E053100040,-76.708888889999997,3.526250000000000,670011480
E053110040,-76.540000000000006,3.678083330000000,670011473
E053115010,-76.992388890000001,3.820111110000000,670020685
E054010010,-76.689999999999998,5.160000000000000,670035995
E054010020,-75.979416670000006,5.171555560000000,610231149
E054020020,-76.605555559999999,4.955694440000000,670033955
E054020060,-76.650000000000006,5.060000000000000,670026783
E054030020,-76.353416670000001,4.356916670000002,670011449
E054030030,-76.352222220000002,4.495722220000000,670037044
E056015010,-77.404444440000006,6.223333330000000,670003191
E048015040,-70.362638889999999,-3.780305560000000,621026980
