Clave,Longitud,Latitud,comid
E044135020,-70.803749999999994,-1.351666670000000,621087393
E044135030,-72.451388890000004,-0.074166670000000,620746077
E051025060,-78.281611110000000,1.408638890000000,670014629
E051027060,-78.670277780000006,1.423888890000000,670065829
E051020011,-77.928972220000006,1.141527780000000,670053551
E046015030,-74.762694440000004,2.063000000000000,620421227
E053075020,-77.258777780000003,2.311416670000000,670036100
E053077010,-77.241027779999996,2.801222220000000,670039156
E048017050,-69.950277779999993,-4.190472220000000,620798583
E013090030,-75.600555560000004,9.910277779999999,610136704
E048017010,-69.942722219999993,-4.222527780000000,620798583
E053045040,-77.894750000000002,2.574416670000000,670041210
E054077210,-77.349005559999995,3.925147220000000,670029893
E031095030,-67.919055560000004,3.874416670000000,610291067
E053119010,-77.061908329999994,3.890175000000000,670013515
E035225030,-71.433055560000000,4.910472220000000,610411564
E035215020,-72.387500000000003,5.320444440000000,610367547
E035237030,-71.668361110000006,5.414388890000000,610446733
E035217030,-72.455222219999996,5.437944440000000,610404494
E055015010,-76.973166669999998,5.521083330000000,670018574
E035217060,-72.231722219999995,5.540500000000000,610404487
E036015020,-71.419833330000003,5.816194440000000,610398311
E037057020,-71.416388889999993,7.035000000000000,610353358
E029045150,-76.432500000000005,7.746027780000000,610172033
E025017020,-75.709722220000003,7.853888890000000,610297868
E051035010,-78.766666670000006,1.800000000000000,670061720
E038015030,-67.491222219999997,6.182436110000000,610395650
E035235050,-72.166777780000004,5.818583330000000,610264552
E032077100,-73.892833330000002,3.251611110000000,610364146
3518700145,-72.900888890000004,4.885650000000000,610364047
E038027700,-67.855611109999998,5.249472220000000,610432665
E011017020,-76.417888890000000,5.412000000000000,610460816
E047087010,-71.752222219999993,-2.146888890000000,621098446
E035097090,-73.047611110000005,4.904972220000000,610405404
E047035030,-74.898138889999998,-0.173722220000000,620912577
E011020050,-76.250861110000002,5.757666670000000,610379833
E013010040,-75.966666669999995,7.633333330000000,610214281
E035107040,-73.046519439999997,4.689094440000000,610411579
E012010010,-76.855277779999994,7.766388890000000,610223953
E011057020,-76.761805559999999,6.286666670000000,610361323
E013027030,-76.316666670000004,7.850000000000000,610299629
E035250010,-69.423416669999995,6.095611110000000,610367494
E036020010,-72.190638890000002,6.088222220000000,610319094
E011050030,-76.821361109999998,6.102500000000000,610314694
E011050060,-76.915638889999997,6.108333330000000,610329653
E036020020,-72.010222220000003,6.127916670000000,610310292
E037045010,-71.890555559999996,6.946388890000000,610056805
E035257030,-68.780000000000001,6.150000000000000,610364851
E035250040,-68.394361110000006,6.175416670000000,610357809
E038015020,-67.533333330000005,6.166666670000000,610393890
E011090010,-76.972722219999994,6.812527780000000,610325210
E036030040,-71.833333330000002,6.800000000000000,610212572
E011110030,-76.252222219999993,6.858055560000000,610290007
E035250020,-69.127805559999999,6.176611110000000,610080612
E035257040,-68.441472219999994,6.183555560000000,610356049
E035257020,-69.128722220000000,6.176055560000000,610080612
E011057010,-76.716666669999995,6.216666670000000,610392127
E036027040,-71.616666670000001,6.233333330000000,610374526
E036027050,-70.194333330000006,6.295638890000000,610356042
E036027030,-72.000000000000000,6.250000000000000,610313803
E011060010,-76.779277780000001,6.420000000000000,610418515
E011085010,-76.983333329999994,6.533333330000000,610326108
E052055160,-77.921222220000004,0.846583330000000,670043322
E011077030,-76.750000000000000,6.616666670000000,610349862
E056010030,-77.490611110000003,6.706555560000000,670004193
E038017030,-67.576055560000000,5.858027780000000,610337586
E011020010,-76.142083330000006,5.908527780000000,610257503
E036010030,-71.833916669999994,5.934250000000000,610371904
E035260080,-69.843888890000002,6.010305560000000,610200299
E035267090,-69.844499999999996,6.010277780000000,610200299
E036037010,-69.638750000000002,6.041777780000000,610390377
E053090030,-77.208222219999996,3.479694440000000,670025817
E032060020,-73.901083330000006,3.530944440000000,610265569
E034015010,-70.930111109999999,4.553944440000000,610358787
E034015020,-70.930111109999999,4.553944440000000,610358787
E053020010,-78.091333329999998,2.441888890000000,670070913
E053070110,-77.183333329999996,2.416666670000000,670043265
E053010020,-78.454527780000006,2.505083330000000,670043262
E053047010,-77.693250000000006,2.507361110000000,670050429
E035017080,-73.616666670000001,3.833333330000000,610341231
E035125020,-72.200000000000003,3.866666670000000,610298989
E032197010,-68.400000000000006,3.883333330000000,610375548
E054087020,-76.950000000000003,4.666666670000000,670045229
E054035010,-76.650000000000006,4.666666670000000,670036014
E035207020,-71.583333330000002,4.683333330000000,610363179
E035267030,-70.705583329999996,5.270833330000000,610436185
E035190050,-72.701944440000005,5.302944440000000,610414180
E032047010,-72.866666670000001,2.583333330000000,610365068
E035010050,-73.400000000000006,3.966666670000000,610404582
E035260030,-70.678277780000002,5.351944440000000,610436185
E034035010,-67.858249999999998,5.353138890000000,610495138
E034037700,-67.854305560000000,5.353500000000000,610495138
E053070060,-77.154944439999994,2.639611110000000,670039160
E053070070,-77.283333330000005,2.650000000000000,670023800
E054077200,-76.975444440000004,4.001083330000000,670027846
E035177010,-71.400000000000006,4.733333330000000,610488137
E035230010,-71.728055560000001,5.420500000000000,610446733
E035267040,-70.599999999999994,5.416666670000000,610493376
E054077010,-77.084361110000003,4.069500000000000,670035012
E035020030,-73.799999999999997,4.116666670000000,610288413
E035037140,-73.283333330000005,4.116666670000000,610338573
E053080010,-77.259249999999994,3.260666670000000,670016609
E032020020,-74.353722219999995,3.243222220000000,610366784
E033065010,-69.166666669999998,4.366666670000000,610290158
E035220040,-71.531388890000002,4.908166670000000,610335004
E035220010,-71.433055560000000,4.910472220000000,610411564
E053060010,-77.466166670000007,2.788750000000000,670029938
E032110010,-70.666666669999998,2.783333330000000,610334256
E032150010,-70.533333330000005,2.800000000000000,610347453
E054020050,-76.206944440000001,4.834333330000000,670026792
E035267060,-70.283333330000005,5.583333330000000,610455524
E035180010,-72.665888890000005,4.937361110000000,610354365
E054027040,-76.590472219999995,4.948861110000000,670033955
E035267070,-70.033333330000005,5.700000000000000,610349919
E032080040,-72.809333330000001,2.833333330000000,610311373
E032117010,-70.666666669999998,2.833333330000000,610358014
E038037020,-67.750000000000000,4.116666670000000,610234737
E035230020,-71.992888890000003,5.726138890000000,610325278
E054077130,-77.216388890000005,4.154444440000000,670042176
E054090010,-77.135555560000000,4.162611110000001,670039104
E035220020,-71.329111109999999,4.793277780000000,610378132
E053070050,-77.536055559999994,3.077138890000000,670030953
E032070080,-73.226388889999996,3.087500000000000,610391434
E054097010,-77.024361110000001,4.290500000000000,670037051
E035105030,-72.792833329999993,4.283722220000000,610452964
E035117020,-72.599999999999994,4.300000000000000,610337683
E035177030,-71.166666669999998,4.850000000000000,610479330
4801500132,-69.943055560000005,-4.199722220000000,620798583
3405500134,-68.688333330000006,5.526111110000000,610462566
3405500134,-68.688333330000006,5.526111110000000,610424727
E038017080,-68.749722219999995,5.525944440000000,610288328
E032107020,-71.533333330000005,2.866666670000000,610336010
E053077030,-77.099999999999994,2.900000000000000,670022766
E053077060,-77.223694440000003,2.920055560000000,670018671
E035057040,-73.570197219999997,4.198344440000000,610029689
E032157020,-70.283333330000005,2.916666670000000,610226886
E026050270,-76.719416670000001,3.115638890000000,610240075
E053080020,-77.135722220000005,3.167361110000000,670029925
E032157030,-70.166666669999998,3.183333330000000,610407271
E035197180,-72.291388889999993,4.817000000000000,610450291
E053060020,-77.621666669999996,2.871805560000000,670028912
E035267010,-70.441972219999997,5.533333330000000,610483689
E054027030,-76.864500000000007,4.872555560000000,670053414
E056015030,-77.502777780000002,5.570833330000000,670017550
E054020040,-76.290833329999998,4.903861110000000,670033957
E053077020,-77.491388889999996,2.993611110000000,670021740
E054075040,-77.276333330000000,4.222500000000000,670007359
E038017040,-67.640194440000002,5.682694440000000,610462562
E032147010,-70.116666670000001,3.400000000000000,610441577
E033055010,-69.803333330000001,4.494722220000000,610269911
E034035020,-69.148388890000007,5.112027780000000,610295393
E035197200,-72.733333329999994,5.116666670000000,610470513
E038027010,-67.816666670000004,5.050000000000000,610460839
E053110020,-76.758611110000004,3.781972220000000,670017614
E035180050,-71.960805559999997,4.418277780000002,610371115
E035105010,-72.966666669999995,4.433333330000000,610361434
E052090020,-78.416388889999993,2.190361110000000,670070921
E032047030,-73.580944439999996,2.354666670000000,610307880
E053107040,-76.944166670000001,3.669222220000000,670018644
E032157050,-69.360500000000002,3.670611110000000,610389641
E053090040,-77.067777780000000,3.679611110000000,670019666
E035015030,-73.250000000000000,3.716666670000000,610325396
E035095110,-72.917333330000005,4.655083330000000,610291902
E035190040,-72.544055560000004,5.009527780000000,610279559
E035260070,-69.989999999999995,5.790000000000000,610463434
E052010160,-77.119555559999995,2.261638890000000,670054533
E032157060,-69.588055560000001,3.571722220000000,610432767
E035137010,-72.369944439999998,3.734472220000000,610379077
E035207010,-71.833333330000002,4.566666670000000,610254946
E033035010,-71.340750000000000,4.574416670000000,610260225
E035190030,-72.902888890000000,5.204388890000000,610243468
E053040010,-77.772999999999996,2.485666670000000,670057598
E011047030,-76.619194440000001,5.830305560000000,610366628
E036017020,-71.917972219999996,5.843444440000000,610271589
E035015050,-73.349277779999994,3.630777780000000,610342122
E032190010,-69.055305559999994,3.637138890000000,610392281
E035260010,-70.854500000000002,5.143305560000000,610306834
E054017030,-76.682861110000005,5.154166670000000,670035995
E035197030,-72.568388889999994,5.179694440000000,610352589
E055017010,-76.954222220000005,5.189888890000000,670038042
E053020020,-78.112861109999997,2.079277780000000,670032013
E046017010,-74.772111109999997,2.112166670000000,620473514
E026015020,-75.450000000000003,2.166666670000000,610133651
E052030090,-76.834166670000002,1.595277780000000,620451527
E051030020,-78.629861109999993,1.633722220000000,670058654
E052067010,-77.977888890000003,1.685472220000000,670059675
E047077010,-72.789583329999999,-1.444611110000000,620956679
E044197020,-69.619249999999994,-1.309527780000000,621047487
E044157040,-70.180000000000007,-1.530000000000000,621062636
E044157030,-70.609999999999999,-1.420000000000000,621068134
E044197010,-70.033333330000005,-1.550000000000000,620897516
E044187010,-69.725499999999997,-1.285277780000000,621046110
E047040040,-73.618944440000007,-1.258944440000000,621039230
E047047020,-74.068500000000000,-1.049500000000000,621061234
E044157010,-72.344750000000005,-0.638444440000000,621069468
E044135010,-72.381916669999995,-0.616361110000000,620999291
E046077010,-71.776388890000007,-0.932777780000000,621059851
E044137030,-73.773222219999994,-0.915111110000000,621026827
E044157020,-70.819999999999993,-1.310000000000000,621102528
E044187030,-69.469999999999999,-1.230000000000000,621066748
E044137070,-72.549997219999995,-0.700000000000000,620911232
E044137080,-72.469999999999999,-0.600000000000000,621010298
E044167010,-71.776583329999994,-0.932361110000000,621059851
E044137040,-73.192555560000002,-0.628333330000000,620984155
E044147010,-72.382305560000006,-0.617361110000000,620999291
E044137050,-72.966666669999995,-0.616666670000000,620849307
E044150010,-72.144944440000003,-0.559888890000000,621025432
E047047050,-74.780111110000007,-0.199722220000000,620929092
E047045010,-74.776277780000001,-0.180611110000000,620508036
E044100010,-74.551833329999994,-0.114972220000000,620918080
E044115020,-74.665222220000004,-0.060750000000000,620874045
E044117010,-74.666944439999995,-0.057472220000000,620874045
E047047010,-74.386666669999997,-0.559166670000000,621043319
E044137020,-74.014638890000001,-0.338916670000000,620988267
E047040010,-74.766666670000006,-0.200000000000000,620508036
E044127010,-73.530000000000001,-0.490000000000000,621019924
E044127020,-74.290000000000006,-0.200000000000000,620941476
E047037030,-75.866666670000001,0.116666670000000,620962099
E047017190,-74.579333329999997,-0.387694440000000,620957998
E047035020,-75.851111110000005,0.132861110000000,620962099
E047020010,-76.927250000000001,0.279277780000000,620807979
E047030030,-76.078249999999997,0.338111110000000,620937321
E047017200,-76.396805560000004,0.384333330000000,620937317
E047030010,-76.336138890000001,0.395416670000000,620944197
E047010030,-76.480222220000002,0.473611110000000,620867137
E047020020,-77.099722220000004,0.476972220000000,620827232
E046045010,-74.416666669999998,0.600000000000000,620788695
E047017150,-76.579305559999995,0.788750000000000,620806576
E042067010,-70.769999999999996,0.900000000000000,620857481
E042060010,-70.780000000000001,0.910000000000000,620856105
E011140010,-76.950000000000003,8.000000000000000,610003063
E013040010,-76.333333330000002,8.066666670000000,610199294
E037047010,-71.816666670000004,6.900000000000000,610312005
E037057100,-71.219166670000007,6.947222220000000,610364801
E013037030,-76.099999999999994,8.100000000000000,610188735
E013097070,-75.583333330000002,9.750000000000000,610201833
E037047020,-71.966666669999995,6.983333330000000,610351603
E037057090,-70.116666670000001,6.983333330000000,610308482
E037057040,-71.106388890000005,6.989166670000000,610280320
E011117050,-76.266388890000002,7.004388890000000,610343680
E011125010,-77.500000000000000,7.000000000000000,610320800
E037057030,-71.278333329999995,7.025277780000000,610353358
E011147010,-77.120000000000005,7.440000000000000,610341013
E012027050,-76.629388890000001,8.415055560000004,610325116
E056015020,-77.650000000000006,7.050000000000000,670002135
E037057140,-71.825555559999998,7.051944440000000,610340157
E037057050,-70.896388889999997,7.063055560000000,610280320
E037057080,-70.549999999999997,7.066666670000000,610337514
E011100010,-76.916666669999998,7.083333330000000,610310236
E011117030,-76.416666669999998,7.083333330000000,610331355
E013060030,-75.903888890000005,8.266111110000002,610295206
E013037020,-76.016666670000006,8.449999999999999,610194871
E013050030,-76.175277780000002,8.501944440000004,610220389
E011155010,-77.283333330000005,8.533333330000000,610224786
E011027050,-76.517722219999996,5.521555560000000,610459929
E012015090,-76.605555559999999,7.538333330000000,610208126
E048015020,-69.943694440000002,-4.199388890000000,620798583
E037057060,-70.743888889999994,7.090833330000000,610327834
E011127010,-77.166666669999998,7.316666670000000,610202861
E011130020,-77.125555559999995,7.576666670000000,610337485
E013027020,-76.299999999999997,7.616666670000000,610306682
E012037050,-76.391305560000006,8.277805559999999,610275842
E012025030,-76.673361110000002,8.542666669999999,610168466
E012015010,-76.486027780000001,7.334666670000000,610198456
E029037003,-75.491905560000006,10.093908330000000,610149892
E011100020,-77.030000000000001,7.180000000000000,610349831
E042080010,-69.910861109999999,1.198250000000000,620787289
E046015020,-74.785055560000004,1.735472220000000,620589115
E052070010,-78.183888890000006,1.765000000000000,670065816
E051027030,-78.109999999999999,1.210833330000000,670071981
E052070020,-78.083333330000002,1.900000000000000,670055571
E051020010,-78.122333330000004,1.340277780000000,670042282
E046040010,-74.843555559999999,1.340916670000000,620725362
E042105010,-69.833333330000002,0.933333330000000,620506602
E051020040,-78.715916669999999,1.362166670000000,670061736
E051020050,-78.437388889999994,1.414611110000000,670050469
E046030010,-75.250000000000000,1.966666670000000,620291891
E052090010,-78.658333330000005,2.038888890000000,670027917
E042080020,-69.843944440000001,1.073944440000000,620755650
E044050010,-75.400333329999995,1.099611110000000,620776287
E042050020,-70.730000000000004,1.100000000000000,620479070
E044010130,-76.478861109999997,1.428333330000000,620718477
E044017150,-76.644999999999996,1.451388890000000,620678572
E051025040,-78.683333329999996,1.566666670000000,670054561
E048015060,-70.661977780000001,-3.802194440000000,621084772
E048015050,-69.940916669999993,-4.193861110000001,620798583
E048017030,-70.036083329999997,-4.120194440000000,621018741
E048015030,-70.260888890000004,-3.819138890000000,620927909
E047107010,-69.735555559999995,-2.894722220000000,621121876
E047107030,-69.831694440000007,-2.864805560000000,621015923
E048017040,-70.625611109999994,-3.835194440000000,621084772
E048017070,-70.260666670000006,-3.818722220000000,620927909
E048017020,-70.364305560000005,-3.782388890000000,621026980
E047090010,-70.299999999999997,-2.483333330000000,621103967
E047087030,-71.514972220000004,-2.267277780000000,621059922
E047067020,-72.672777780000004,-2.443972220000000,620978745
E047057010,-73.239750000000001,-1.688666670000000,620995220
E047040050,-73.484833330000001,-1.610694440000000,621059888
E047047040,-73.485527779999998,-1.610027780000000,621059888
E047100010,-69.735694440000003,-2.894722220000000,621121876
E044017100,-76.336138890000001,0.395416670000000,620944197
E011147020,-76.727277779999994,7.368444440000000,610311978
E047060010,-73.205166669999997,-1.748510000000000,621024118
E047100020,-69.831694440000007,-2.864805560000000,621015923
E047040020,-74.386666669999997,-0.559166670000000,621043319
E032105060,-71.533333330000005,2.866666670000000,610336010
E035125010,-72.156361110000006,4.340555560000001,610412480
E046035020,-75.150666670000007,1.917527780000000,620359316
E011047040,-76.662049999999994,5.700000000000000,610448479
E012017070,-76.576361109999993,7.720861110000000,610233636
E044187020,-69.591583330000006,-1.313166670000000,621103904
E011050040,-76.849999999999994,5.766666670000000,610362233
E011130030,-77.166666669999998,7.866666670000000,610201068
E038017020,-67.466666669999995,6.050000000000000,610090297
E035017050,-73.116666670000001,3.883333330000000,610387869
E053070040,-77.066666670000004,2.766666670000000,670029940
E035227010,-71.433333329999996,4.833333330000000,610379007
E038010020,-67.616666670000001,5.850000000000000,610230228
E035177020,-71.960972220000002,4.418388890000000,610371115
E035190080,-72.869840560000000,5.027257780000000,610291879
E043017010,-69.500000000000000,-1.083333330000000,620170963
E044137060,-72.720638890000004,-0.590944440000000,621036441
E047035010,-76.166666669999998,0.383333330000000,620918054
E011105010,-76.750000000000000,6.966666670000000,610296160
E012025010,-76.733333329999994,8.116666670000004,610249450
E011120010,-77.283333330000005,7.433333330000000,610335732
E042065010,-70.233333329999994,1.266666670000000,620850582
E044037070,-75.283333330000005,1.566666670000000,620507943
E047097010,-70.316666670000004,-2.466666670000000,620838397
E011050020,-76.780027779999998,5.994722220000000,610356940
E032157010,-70.533333330000005,2.800000000000000,610347453
E056010040,-77.265833330000007,5.708055560000000,670010376
4801700101,-70.166583329999995,-3.955666670000000,621091661
4801700102,-70.322888890000002,-3.802500000000000,621086149
E055015020,-77.362263889999994,4.958061110000000,670059554
E056015040,-77.764111110000002,7.104083330000000,670003156
E011035030,-76.627822219999999,5.284827780000000,610334103
E012015100,-76.696166669999997,7.940750000000000,610255623
E011080010,-76.885416669999998,6.559166670000000,610360426
4403700097,-75.682527780000001,1.784472220000000,620007065
3602700101,-71.618483330000004,6.227680560000000,610374526
5311700154,-77.005416670000002,3.814527780000000,670021709
3602500125,-72.246077779999993,6.298544440000000,610258360
E011107010,-77.030000000000001,7.180000000000000,610349831
E012030020,-76.379999999999995,8.619999999999999,610285502
E042057020,-70.739999999999995,1.100000000000000,620479070
E042077010,-70.730000000000004,1.230000000000000,620462552
E042070010,-70.709999999999994,1.210000000000000,620801049
E042077030,-70.329999999999998,1.300000000000000,620744627
E032157040,-69.890000000000001,3.420000000000000,610396695
E042057010,-71.010000000000005,0.850000000000000,620905644
E042070020,-70.290000000000006,1.310000000000000,620579508
E031090010,-67.840000000000003,3.960000000000000,610429225
E035180030,-72.390000000000001,4.330000000000000,610460001
E038037010,-67.859997219999997,4.540000000000000,610459109
E038030010,-67.859999999999999,4.549997220000000,610433588
E035267080,-69.989999999999995,5.790000000000000,610463434
E035250030,-68.780000000000001,6.150000000000000,610364851
E042077020,-70.239999999999995,1.260000000000000,620773527
E044140020,-73.040000000000006,-0.520000000000000,620607126
E044035050,-75.659999999999997,1.500000000000000,620452903
E042040010,-71.040000000000006,0.870000000000000,620553388
E032067030,-73.920000000000002,3.790000000000000,610371153
E033077010,-68.359999999999999,4.870000000000000,610484610
E047067010,-73.197138890000005,-1.771555560000000,621017240
E044147020,-72.379999999999995,0.620000000000000,620452953
E044167020,-71.124055560000002,-1.098083330000000,621033716
E047010220,-76.836277780000003,0.489722220000000,620940064
E023117030,-74.159750000000003,6.733055560000000,610376256
E024055080,-73.704888890000007,6.982972220000000,610318160
E015075150,-72.325749999999999,11.594944440000001,610014281
E029065120,-73.927777780000000,10.465361110000000,610116430
E028025130,-73.523944439999994,9.640611110000000,610171041
E023187120,-73.856750000000005,7.975611110000000,610357701
E029060340,-74.025638889999996,10.773444440000000,610108489
E028010270,-73.016666670000006,10.766666669999999,610104971
E015060070,-72.768361110000001,10.786000000000000,610053928
E027030150,-74.583333330000002,7.733333330000000,610187875
E025021200,-74.079444440000003,9.026666669999999,610188677
E015060060,-72.684666669999999,10.935166669999999,610080321
E015067290,-72.513975000000002,11.232169440000000,610047744
E015065020,-73.116666670000001,10.983333330000001,610109358
E015065020,-73.116666670000001,10.983333330000001,610088237
E025027720,-73.772805559999995,9.133916670000000,610024991
E016070020,-72.866666670000001,9.116666670000001,610274910
E029060080,-74.683638889999997,11.005972220000000,610109360
E015065110,-72.549999999999997,11.016666669999999,610089995
E015030040,-73.466666669999995,11.066666670000000,610087354
E015030030,-73.299999999999997,11.116666670000001,610053910
E023197080,-73.700000000000003,7.883333330000000,610185226
E025021030,-74.501944440000003,9.247500000000000,610266982
E015037010,-73.461305560000000,11.205055560000000,610081190
E023127080,-74.116666670000001,6.083333330000000,610362215
E011070130,-76.033333330000005,6.133333330000000,610232852
E023147020,-73.935000000000002,6.773611110000000,610363934
E023110060,-74.333055560000005,6.193611110000000,610280367
E023125130,-73.808888890000006,6.221388890000000,610279488
E023097050,-74.566666670000004,6.250000000000000,610029564
E011070020,-76.228611110000003,6.332222220000000,610202923
E023095010,-74.412222220000004,6.465000000000000,610209953
E023120070,-74.116666670000001,6.533333330000000,610253949
E023107020,-74.406944440000004,6.732194440000000,610372735
E023077050,-74.613333330000003,5.890000000000000,610418546
E023077020,-74.638111109999997,6.036722220000000,610378058
E032080020,-72.966666669999995,3.150000000000000,610218073
E023110030,-74.421777779999999,5.937527780000000,610309422
E032095010,-72.683333329999996,3.200000000000000,610232151
E015030020,-73.573888890000006,11.244166670000000,610075026
E015030010,-73.312194439999999,11.275222220000000,610085587
E015060010,-72.913499999999999,11.381777780000000,610029252
E015050010,-73.052722220000007,11.428833330000000,610046855
E015070160,-72.469972220000002,11.437749999999999,610026611
E015087090,-72.191388889999999,11.298055560000000,610053020
E023190520,-73.439722219999993,7.995555560000000,610251220
E015085040,-71.833055560000005,11.686055560000000,610023957
E015070130,-72.676416669999995,11.709472220000000,610020439
E025025050,-73.593388890000000,9.361027780000001,610212416
E015065150,-72.900000000000006,11.550000000000001,610025724
E015080050,-72.000000000000000,11.633333329999999,610013399
E015070240,-72.190611110000006,11.811638889999999,610015147
E015080090,-71.282499999999999,11.934277780000000,610030099
E015080040,-71.318500000000000,12.069472220000000,610017774
E015080030,-71.566666670000004,12.066666670000000,610016893
E015070050,-71.733333329999994,12.199999999999999,610013365
E015087060,-71.333333330000002,12.216666670000000,610011605
E025020690,-73.410944439999994,9.423277779999999,610122653
E025020230,-73.339472220000005,9.562166670000000,610031125
E025021190,-74.595638890000004,9.622944439999999,610129680
E015070040,-71.716666669999995,12.350000000000000,610010721
E024050060,-73.410833330000003,6.872777780000000,610231928
E023190580,-73.618777780000002,8.088749999999999,610267053
E023197060,-73.783333330000005,8.100000000000000,610311934
E028040320,-73.959138890000006,9.702750000000000,610023195
E025021630,-74.388555560000000,9.801750000000000,610161352
E026220050,-75.933333329999996,7.033333330000000,610219599
E025015010,-75.632277779999995,8.180777780000000,610019769
E023217070,-73.572500000000005,8.363055559999999,610207197
E016020350,-72.450000000000003,8.350000000000000,610223037
E028040360,-74.076722219999994,9.861000000000001,610169267
E025021600,-74.580388889999995,9.872500000000000,610149906
E023177050,-73.933333329999996,7.466666670000000,610335733
E029017010,-74.864083330000000,9.903472219999999,610237024
E028035040,-73.647527780000004,9.904916670000000,610129661
E016030040,-72.933333329999996,8.383333329999999,610160555
E028020310,-73.150000000000006,10.100000000000000,610185091
E028020410,-73.317027780000004,10.184166670000000,610206207
E013050020,-76.123888890000003,8.667500000000000,610193099
E023210180,-73.466666669999995,8.716666670000000,610188697
E012047010,-76.236416669999997,8.786972219999999,610248531
E028017100,-73.283333330000005,10.500000000000000,610170106
E023187070,-73.933333329999996,7.250000000000000,610376225
E028037130,-73.624777780000002,10.157527780000001,610110287
E011155020,-77.066666670000004,8.266666669999999,610291683
E028040040,-73.383333329999999,9.949999999999999,610222060
E016035020,-72.579444440000003,8.468611109999999,610235351
E028010090,-73.211611110000007,10.703861110000000,610083855
E029050010,-74.732111110000005,10.344416669999999,610138436
E023200070,-74.183333329999996,7.516666670000000,610223086
E024057060,-73.799999999999997,7.100000000000000,610316394
E023170050,-74.216666669999995,7.116666670000000,610292633
E013060010,-75.861111109999996,8.557777780000000,610193988
E025020090,-73.815444439999993,8.860388889999999,610252927
E016070030,-72.982222219999997,8.875833330000004,610197487
E016050240,-73.351138890000001,8.610333330000000,610153502
E029060540,-74.647000000000006,10.590611109999999,610163061
E029060030,-74.375500000000002,10.648777780000000,610169219
E028040140,-74.212611109999997,10.033055559999999,610122614
E025020650,-73.560222220000000,8.938777780000002,610218602
E015065200,-73.000000000000000,10.000000000000000,610155181
E023140030,-73.510000000000005,6.696388890000000,610246019
E015067190,-72.715166670000002,11.480777780000000,610023089
E015080080,-71.964722219999999,11.790416670000001,610018670
E025028000,-74.750000000000000,9.416666670000000,610248493
E015070030,-71.500000000000000,12.316666670000000,610014239
E024057050,-73.378055560000007,6.991666670000000,610290882
E027030130,-74.650000000000006,7.466666670000000,610228369
E023170060,-74.049999999999997,7.333333330000000,610178218
E016047020,-73.081111109999995,8.588611110000000,610303103
E029060320,-74.500000000000000,10.750000000000000,610071531
2904700095,-74.743686109999999,10.776000000000000,610126974
E025010080,-75.680000000000007,8.029999999999999,610311937
E015070100,-72.180000000000007,12.000000000000000,610031857
EV00000001,-74.480587999999997,10.410943000000000,610132274
EV00000002,-74.172128000000001,8.713153000000000,610187814
EV00000003,-74.979838999999998,8.639725000000000,610148220
EV00000004,-75.273550999999998,8.346012000000000,610200159
EV00000005,-74.208843000000002,8.199156000000000,610185207
EV00000006,-76.093226999999999,7.434208000000000,610249495
EV00000007,-77.586539000000002,7.391446000000000,610188775
EV00000008,-73.723419000000007,7.379415000000000,610307576
EV00000009,-74.476826000000003,7.283526000000000,610228385
EV00000010,-76.148020000000002,7.187638000000000,610209027
EV00000011,-76.518733999999995,6.748613000000000,610242495
EV00000012,-72.293931000000001,6.748613000000000,610049775
EV00000013,-69.952973999999998,6.513132000000000,610277709
EV00000014,-70.683668999999995,6.507555000000000,610314668
EV00000015,-71.148668000000001,6.467469000000000,610287393
EV00000016,-76.449475000000007,6.430021000000000,610258356
EV00000017,-74.898071999999999,6.194540000000000,610240767
EV00000018,-70.844014000000001,5.962384000000000,610063023
EV00000019,-70.340824999999995,5.917504000000000,610398306
EV00000020,-72.626373999999998,5.848245000000000,610240788
EV00000021,-68.214365999999998,5.713850000000000,610253997
EV00000022,-69.289153999999996,5.629169000000000,610258401
EV00000023,-74.805586000000005,5.516444000000000,610236408
EV00000024,-74.427109999999999,5.515801000000000,610310329
EV00000025,-71.199636999999996,5.391135000000000,610275136
EV00000026,-69.938068000000001,5.136610000000000,610294513
EV00000027,-72.003043000000005,5.127950000000000,610400990
EV00000028,-70.362979999999993,4.711698000000000,610288377
EV00000029,-72.626373999999998,4.573878000000000,610283983
EV00000030,-74.953479000000002,4.532322000000000,610313914
EV00000031,-68.627252999999996,4.362949000000002,610314798
EV00000032,-75.396737000000002,4.255286000000000,610314806
EV00000033,-76.684956000000000,4.227582000000000,670031934
EV00000034,-76.366365000000002,3.992102000000000,610243540
EV00000035,-70.571427999999997,3.990148000000000,610340341
EV00000035,-70.571427999999997,3.990148000000000,610291940
EV00000036,-69.934059000000005,3.962088000000000,610245304
EV00000037,-71.525476999999995,3.926010000000000,610244424
EV00000038,-75.784587999999999,3.562695000000000,610298126
EV00000039,-70.835995999999994,3.493080000000000,610338611
EV00000040,-71.782027999999997,3.412908000000000,610393176
EV00000041,-67.801479000000000,3.310689000000000,610290221
EV00000042,-68.434838999999997,3.230516000000000,610351827
EV00000043,-75.895403000000002,3.202548000000000,610271749
EV00000044,-69.356819000000002,3.094224000000000,610270875
EV00000045,-68.915871999999993,2.941896000000000,610410805
EV00000046,-74.463787999999994,2.819634000000000,610273532
EV00000047,-69.725611999999998,2.789569000000000,610170574
EV00000048,-76.130883999999995,2.690031000000000,610184659
EV00000049,-69.236560999999995,2.508967000000000,610212831
EV00000050,-74.888700999999998,2.506962000000000,620212050
