Clave,Longitud,Latitud,estaciones,comid
E000PUNTO3,-60.776000000000003,5.055000000000000,,610172197
E000PUNTO4,-60.776000000000003,7.753000000000000,,610208993
E000PUNTO5,-60.055999999999997,8.202000000000000,,610183448
E000PUNTO6,-60.776000000000003,8.292000000000000,,610186080
E000PUNTO7,-60.776000000000003,8.022000000000000,,610135939
E000PUNTO8,-60.055999999999997,8.561999999999999,,610235347
E000PUNTO9,-60.055999999999997,8.382000000000000,,610154395
E00PUNTO10,-60.235999999999997,8.382000000000000,,610311917
E00PUNTO11,-60.776000000000003,8.472000000000000,,610333912
E00PUNTO12,-60.506000000000000,8.202000000000000,,610236248
E00PUNTO13,-59.966000000000001,8.112000000000000,,610189611
E00PUNTO14,-60.415999999999997,8.561999999999999,,610303106
E00PUNTO15,-60.686000000000000,8.292000000000000,,610202800
E00PUNTO16,-60.776000000000003,8.651999999999999,,610179897
E00PUNTO18,-59.786000000000001,6.763000000000000,,610319054
E00PUNTO19,-59.786000000000001,7.033000000000000,,610216076
E00PUNTO20,-60.235999999999997,5.864000000000000,,610271590
E00PUNTO21,-59.427000000000000,4.425000000000000,,610278716
E00PUNTO22,-59.156999999999996,1.997000000000000,,610117821
E00PUNTO23,-60.415999999999997,7.753000000000000,,610222193
E00PUNTO24,-58.976999999999997,4.515000000000000,,610344710
E00PUNTO25,-60.776000000000003,5.504000000000000,,610398331
E00PUNTO26,-59.067000000000000,4.965000000000000,,610362282
E00PUNTO27,-59.427000000000000,3.796000000000000,,610266435
E00PUNTO28,-59.606999999999999,7.483000000000000,,610217810
E00PUNTO29,-59.786000000000001,7.303000000000000,,610286462
E00PUNTO31,-58.976999999999997,3.526000000000000,,610127410
E00PUNTO32,-59.067000000000000,7.753000000000000,,610208114
E00PUNTO33,-59.875999999999998,7.663000000000000,,610347159
E00PUNTO34,-58.887000000000000,5.684000000000000,,610256642
E00PUNTO35,-59.247000000000000,6.404000000000000,,610234596
E00PUNTO36,-59.606999999999999,3.076000000000000,,620123958
E00PUNTO37,-59.427000000000000,3.526000000000000,,610149409
E00PUNTO38,-58.527000000000001,2.716000000000000,,610259459
E00PUNTO39,-59.875999999999998,6.853000000000000,,610344569
E00PUNTO40,-59.427000000000000,5.774000000000000,,610288312
E00PUNTO41,-58.616999999999997,5.774000000000000,,610442315
E00PUNTO42,-59.247000000000000,5.774000000000000,,610189755
E00PUNTO43,-59.875999999999998,7.753000000000000,,610289074
E00PUNTO44,-59.875999999999998,5.145000000000000,,610303310
E00PUNTO45,-58.887000000000000,3.886000000000000,,610407227
E00PUNTO46,-59.697000000000003,4.335000000000000,,620099121
E00PUNTO47,-58.707000000000001,3.256000000000000,,610277025
E00PUNTO48,-58.887000000000000,6.943000000000000,,610231043
E00PUNTO48,-58.887000000000000,6.943000000000000,,610230163
E00PUNTO49,-59.247000000000000,5.594000000000000,,610321764
E00PUNTO50,-59.247000000000000,3.166000000000000,,610265589
E00PUNTO51,-58.976999999999997,5.055000000000000,,610315641
E00PUNTO52,-60.595999999999997,6.763000000000000,,610217854
E00PUNTO53,-60.235999999999997,7.213000000000000,,610227509
E00PUNTO54,-59.247000000000000,1.637000000000000,,610072963
E00PUNTO55,-59.966000000000001,5.594000000000000,,610272486
E00PUNTO56,-59.067000000000000,6.673000000000000,,610215219
E00PUNTO57,-58.887000000000000,7.123000000000000,,610330472
E00PUNTO58,-58.887000000000000,5.864000000000000,,610291827
E00PUNTO59,-58.887000000000000,5.324000000000000,,610464341
E00PUNTO60,-60.506000000000000,7.573000000000000,,610315484
E00PUNTO61,-60.055999999999997,6.314000000000000,,610210841
E00PUNTO62,-58.976999999999997,7.303000000000000,,610187902
E00PUNTO64,-59.247000000000000,6.134000000000000,,610181813
E00PUNTO65,-58.707000000000001,6.763000000000000,,610279455
E00PUNTO66,-59.966000000000001,7.393000000000000,,610335736
E00PUNTO67,-59.427000000000000,7.303000000000000,,610228381
E00PUNTO68,-58.796999999999997,6.673000000000000,,610184419
E00PUNTO71,-60.326000000000001,5.235000000000000,,610305063
E00PUNTO72,-59.156999999999996,7.663000000000000,,610182600
E00PUNTO74,-59.875999999999998,2.806000000000000,,620180386
E00PUNTO76,-59.786000000000001,6.044000000000000,,610224057
E00PUNTO77,-59.786000000000001,3.166000000000000,,620100559
E00PUNTO78,-59.697000000000003,6.134000000000000,,610215252
E00PUNTO79,-58.616999999999997,3.346000000000000,,610417822
E00PUNTO80,-58.887000000000000,1.367000000000000,,610053620
E00PUNTO81,-58.616999999999997,2.896000000000000,,610314008
E00PUNTO82,-60.595999999999997,5.954000000000000,,610381584
E00PUNTO83,-58.887000000000000,1.907000000000000,,610100230
E00PUNTO85,-60.146000000000001,7.483000000000000,,610242450
E00PUNTO86,-58.527000000000001,3.886000000000000,,610241789
E00PUNTO87,-60.326000000000001,5.864000000000000,,610234628
E00PUNTO88,-59.606999999999999,3.346000000000000,,620097797
E00PUNTO89,-59.337000000000003,3.256000000000000,,610259426
E00PUNTO90,-59.606999999999999,7.303000000000000,,610242460
E00PUNTO91,-60.686000000000000,5.774000000000000,,610263676
E00PUNTO93,-59.337000000000003,2.087000000000000,,610159177
E00PUNTO94,-58.796999999999997,6.134000000000000,,610261889
E00PUNTO95,-59.067000000000000,1.817000000000000,,610042154
E00PUNTO96,-59.067000000000000,5.954000000000000,,610438783
E00PUNTO97,-58.976999999999997,2.716000000000000,,610189059
E00PUNTO98,-59.606999999999999,6.583000000000000,,610236343
E00PUNTO99,-59.337000000000003,2.896000000000000,,610267368
E0PUNTO100,-60.595999999999997,7.573000000000000,,610294367
E0PUNTO101,-59.247000000000000,7.393000000000000,,610245976
E0PUNTO102,-59.427000000000000,7.932000000000000,,610318983
E0PUNTO103,-60.326000000000001,6.943000000000000,,610243363
E0PUNTO104,-59.067000000000000,6.404000000000000,,610216996
E0PUNTO105,-60.055999999999997,6.224000000000000,,610256607
E0PUNTO106,-59.067000000000000,4.065000000000001,,610272575
E0PUNTO107,-58.258000000000003,2.896000000000000,,610251526
E0PUNTO108,-58.976999999999997,3.166000000000000,,610211031
E0PUNTO109,-58.707000000000001,4.605000000000000,,610243504
E0PUNTO110,-59.337000000000003,2.447000000000000,,610187313
E0PUNTO111,-58.887000000000000,6.224000000000000,,610339329
E0PUNTO112,-60.506000000000000,6.673000000000000,,610270658
E0PUNTO113,-59.067000000000000,5.414000000000000,,610254014
E0PUNTO114,-60.776000000000003,6.583000000000000,,610255703
E0PUNTO115,-60.326000000000001,6.763000000000000,,610240733
E0PUNTO116,-65.003000000000000,4.425000000000000,,610230314
E0PUNTO117,-65.182000000000002,4.335000000000000,,610287521
E0PUNTO118,-65.091999999999999,4.155000000000000,,610224170
E0PUNTO119,-64.373000000000005,3.166000000000000,,610244470
E0PUNTO120,-64.462999999999994,2.986000000000000,,610239202
E0PUNTO121,-65.182000000000002,3.886000000000000,,610376427
E0PUNTO122,-64.373000000000005,3.706000000000000,,610287558
E0PUNTO123,-64.552999999999997,3.526000000000000,,610271729
E0PUNTO124,-64.822999999999993,4.065000000000001,,610291936
E0PUNTO125,-64.733000000000004,2.986000000000000,,610249760
E0PUNTO126,-62.395000000000003,5.594000000000000,,610364004
E0PUNTO127,-63.923000000000002,5.324000000000000,,610302422
E0PUNTO128,-65.003000000000000,6.494000000000000,,610321709
E0PUNTO129,-64.462999999999994,4.065000000000001,,610243532
E0PUNTO130,-63.923000000000002,4.155000000000000,,610244413
E0PUNTO131,-63.564000000000000,4.875000000000000,,610262847
E0PUNTO132,-63.204000000000001,5.954000000000000,,610300623
E0PUNTO133,-63.832999999999998,4.965000000000000,,610428283
E0PUNTO134,-63.293999999999997,4.965000000000000,,610352602
E0PUNTO135,-63.293999999999997,4.245000000000000,,610354406
E0PUNTO136,-64.192999999999998,4.695000000000000,,610308617
E0PUNTO137,-64.552999999999997,4.245000000000000,,610386084
E0PUNTO138,-64.373000000000005,5.594000000000000,,610327042
E0PUNTO139,-64.192999999999998,6.044000000000000,,610272456
E0PUNTO140,-62.484000000000002,4.245000000000000,,610272565
E0PUNTO141,-63.832999999999998,4.785000000000000,,610313893
E0PUNTO142,-63.473999999999997,5.504000000000000,,610261049
E0PUNTO143,-65.091999999999999,6.224000000000000,,610221407
E0PUNTO144,-62.484000000000002,6.583000000000000,,610250427
E0PUNTO145,-63.654000000000003,3.975000000000000,,610242661
E0PUNTO146,-65.003000000000000,6.044000000000000,,610349019
E0PUNTO147,-62.753999999999998,4.245000000000000,,610386088
E0PUNTO148,-64.013000000000005,4.695000000000000,,610116779
E0PUNTO149,-63.204000000000001,5.774000000000000,,610350793
E0PUNTO150,-63.113999999999997,4.245000000000000,,610266407
E0PUNTO151,-62.664000000000001,6.224000000000000,,610231965
E0PUNTO152,-62.484000000000002,5.504000000000000,,610276891
E0PUNTO153,-65.003000000000000,5.145000000000000,,610384272
E0PUNTO154,-62.664000000000001,5.145000000000000,,610264591
E0PUNTO155,-63.293999999999997,5.145000000000000,,610246991
E0PUNTO156,-63.564000000000000,5.864000000000000,,610221427
E0PUNTO157,-64.013000000000005,5.774000000000000,,610288313
E0PUNTO158,-63.113999999999997,6.134000000000000,,610135172
E0PUNTO159,-63.384000000000000,6.044000000000000,,610258378
E0PUNTO161,-64.013000000000005,6.494000000000000,,610216108
E0PUNTO162,-63.384000000000000,6.583000000000000,,610348985
E0PUNTO163,-64.373000000000005,5.504000000000000,,610230250
E0PUNTO164,-64.822999999999993,4.695000000000000,,610280462
E0PUNTO165,-65.632000000000005,6.044000000000000,,610328777
E0PUNTO166,-65.003000000000000,6.494000000000000,,610321709
E0PUNTO167,-66.801000000000002,6.044000000000000,,610232858
E0PUNTO168,-65.721999999999994,6.134000000000000,,610112292
E0PUNTO169,-65.811999999999998,6.943000000000000,,610237202
E0PUNTO170,-65.542000000000002,7.033000000000000,,610218720
E0PUNTO171,-64.462999999999994,7.033000000000000,,610185276
E0PUNTO172,-66.081999999999994,6.494000000000000,,610290030
E0PUNTO173,-65.091999999999999,6.224000000000000,,610221407
E0PUNTO174,-65.451999999999998,6.583000000000000,,610290023
E0PUNTO175,-65.003000000000000,6.044000000000000,,610349019
E0PUNTO176,-65.811999999999998,6.224000000000000,,610219647
E0PUNTO177,-65.272000000000006,7.033000000000000,,610228398
E0PUNTO178,-66.980999999999995,6.224000000000000,,610223166
E0PUNTO179,-66.441000000000003,6.314000000000000,,610268040
E0PUNTO180,-66.620999999999995,6.763000000000000,,610208171
E0PUNTO181,-65.451999999999998,6.134000000000000,,610369253
E0PUNTO182,-66.620999999999995,6.943000000000000,,610197602
E0PUNTO183,-66.710999999999999,6.044000000000000,,610202937
E0PUNTO184,-66.710999999999999,6.224000000000000,,610247806
E0PUNTO185,-66.710999999999999,3.886000000000000,,610225949
E0PUNTO186,-66.531000000000006,3.076000000000000,,610221597
E0PUNTO187,-65.182000000000002,1.547000000000000,,620763878
E0PUNTO188,-65.992000000000004,2.177000000000000,,620201061
E0PUNTO189,-66.801000000000002,5.414000000000000,,610274254
E0PUNTO190,-66.262000000000000,5.055000000000000,,610444995
E0PUNTO191,-67.251000000000005,3.256000000000000,,610220706
E0PUNTO192,-65.451999999999998,1.817000000000000,,610096713
E0PUNTO193,-65.272000000000006,2.626000000000000,,610286744
E0PUNTO194,-67.251000000000005,4.785000000000000,,610364053
E0PUNTO195,-67.700999999999993,4.605000000000000,,610423024
E0PUNTO196,-65.542000000000002,2.357000000000000,,620294620
E0PUNTO197,-65.182000000000002,1.997000000000000,,610152141
E0PUNTO198,-66.171999999999997,3.706000000000000,,610285799
E0PUNTO199,-66.171999999999997,2.087000000000000,,620469386
E0PUNTO200,-66.620999999999995,3.706000000000000,,610254117
E0PUNTO201,-65.902000000000001,3.886000000000000,,610244428
E0PUNTO202,-65.721999999999994,2.267000000000000,,620245090
E0PUNTO203,-67.340999999999994,3.076000000000000,,610327197
E0PUNTO204,-65.721999999999994,3.346000000000000,,610112462
E0PUNTO205,-66.441000000000003,3.796000000000000,,610108033
E0PUNTO206,-66.081999999999994,3.346000000000000,,610242702
E0PUNTO207,-67.521000000000001,5.055000000000000,,610332357
E0PUNTO208,-65.361999999999995,2.447000000000000,,610181156
E0PUNTO209,-67.070999999999998,3.076000000000000,,610210155
E0PUNTO210,-65.542000000000002,3.796000000000000,,610269072
E0PUNTO211,-66.710999999999999,2.716000000000000,,620155624
E0PUNTO212,-65.182000000000002,4.335000000000000,,610287521
E0PUNTO213,-66.081999999999994,3.166000000000000,,610113351
E0PUNTO214,-65.542000000000002,3.526000000000000,,610347410
E0PUNTO215,-66.980999999999995,5.145000000000000,,610246109
E0PUNTO216,-65.091999999999999,4.155000000000000,,610224170
E0PUNTO217,-66.441000000000003,1.098000000000000,,620191487
E0PUNTO218,-66.081999999999994,1.907000000000000,,620430869
E0PUNTO219,-66.081999999999994,1.188000000000000,,620765275
E0PUNTO220,-65.721999999999994,1.188000000000000,,620528603
E0PUNTO221,-65.632000000000005,1.907000000000000,,620479028
E0PUNTO222,-65.632000000000005,5.145000000000000,,610345548
E0PUNTO223,-65.632000000000005,1.277000000000000,,620480438
E0PUNTO224,-66.352000000000004,4.065000000000001,,610291935
E0PUNTO225,-65.811999999999998,5.235000000000000,,610091223
E0PUNTO226,-65.451999999999998,1.188000000000000,,620772155
E0PUNTO227,-65.542000000000002,4.065000000000001,,610116817
E0PUNTO228,-66.801000000000002,3.886000000000000,,610316588
E0PUNTO229,-67.251000000000005,2.896000000000000,,610180249
E0PUNTO230,-66.531000000000006,4.965000000000000,,610347323
E0PUNTO231,-66.801000000000002,2.087000000000000,,620093740
E0PUNTO232,-66.262000000000000,4.785000000000000,,610312132
E0PUNTO233,-66.171999999999997,1.367000000000000,,620166706
E0PUNTO234,-66.262000000000000,1.547000000000000,,620558854
E0PUNTO235,-65.542000000000002,4.245000000000000,,610285765
E0PUNTO236,-65.992000000000004,2.626000000000000,,620176268
E0PUNTO237,-65.992000000000004,1.008000000000000,,620631808
E0PUNTO238,-65.182000000000002,3.886000000000000,,610376427
E0PUNTO239,-66.710999999999999,4.335000000000000,,610308641
E0PUNTO240,-66.531000000000006,1.367000000000000,,620408882
E0PUNTO241,-67.161000000000001,3.256000000000000,,610274385
E0PUNTO242,-65.721999999999994,4.245000000000000,,610284005
E0PUNTO243,-66.081999999999994,4.605000000000000,,610270786
E0PUNTO244,-67.161000000000001,2.626000000000000,,620250573
E0PUNTO245,-67.790000000000006,5.145000000000000,,610276911
E0PUNTO246,-67.070999999999998,4.155000000000000,,610266411
E0PUNTO247,-65.182000000000002,1.907000000000000,,610098467
E0PUNTO248,-66.352000000000004,4.425000000000000,,610094795
E0PUNTO249,-67.430999999999997,4.605000000000000,,610229425
E0PUNTO250,-65.272000000000006,1.277000000000000,,620801046
E0PUNTO251,-67.251000000000005,4.605000000000000,,610361424
E0PUNTO252,-65.992000000000004,1.367000000000000,,620678577
E0PUNTO253,-67.521000000000001,4.875000000000000,,610346448
E0PUNTO254,-66.171999999999997,2.806000000000000,,620148742
E0PUNTO255,-66.710999999999999,3.346000000000000,,610263821
E0PUNTO256,-65.542000000000002,2.806000000000000,,620206532
E0PUNTO257,-65.542000000000002,2.537000000000000,,620173522
E0PUNTO258,-66.352000000000004,2.087000000000000,,620386826
E0PUNTO259,-66.441000000000003,4.245000000000000,,610380805
E0PUNTO260,-65.272000000000006,3.706000000000000,,610323636
E0PUNTO261,-67.340999999999994,2.806000000000000,,610204892
E0PUNTO262,-65.498000000000005,0.627000000000000,,620560276
E0PUNTO263,-65.555999999999997,0.671000000000000,,620560276
E0PUNTO264,-64.462999999999994,2.267000000000000,,610274445
E0PUNTO265,-64.102999999999994,2.806000000000000,,610218975
E0PUNTO266,-64.373000000000005,3.166000000000000,,610244470
E0PUNTO267,-64.462999999999994,2.986000000000000,,610239202
E0PUNTO268,-64.733000000000004,1.367000000000000,,620646929
E0PUNTO269,-63.743000000000002,2.177000000000000,,610263010
E0PUNTO270,-64.192999999999998,2.806000000000000,,610280571
E0PUNTO271,-64.373000000000005,3.706000000000000,,610287558
E0PUNTO272,-64.912999999999997,1.367000000000000,,620645553
E0PUNTO273,-64.552999999999997,3.526000000000000,,610271729
E0PUNTO274,-64.102999999999994,2.177000000000000,,610062373
E0PUNTO275,-64.733000000000004,2.986000000000000,,610249760
E0PUNTO276,-64.013000000000005,1.997000000000000,,610138943
E0PUNTO277,-64.283000000000001,1.637000000000000,,620565732
E0PUNTO278,-61.405000000000001,9.461000000000000,,610177210
E0PUNTO279,-61.225000000000001,9.371000000000000,,610246737
E0PUNTO281,-61.674999999999997,9.641000000000000,,610200963
E0PUNTO282,-61.494999999999997,9.821000000000000,,610151672
E0PUNTO283,-61.854999999999997,9.551000000000000,,610155204
E0PUNTO284,-61.854999999999997,9.281000000000001,,610252901
E0PUNTO285,-62.034999999999997,9.461000000000000,,610196571
E0PUNTO286,-61.045999999999999,9.281000000000001,,610140260
E0PUNTO289,-61.494999999999997,9.281000000000001,,610161382
E0PUNTO290,-61.854999999999997,9.821000000000000,,610208870
E0PUNTO291,-61.585000000000001,9.461000000000000,,610168410
E0PUNTO292,-61.674999999999997,9.281000000000001,,610252025
E0PUNTO293,-61.765000000000001,9.461000000000000,,610164012
E0PUNTO294,-61.314999999999998,9.192000000000000,,610239706
E0PUNTO296,-62.034999999999997,9.821000000000000,,610207990
E0PUNTO297,-62.125000000000000,9.641000000000000,,610233521
E0PUNTO298,-61.134999999999998,8.742000000000003,,610186935
E0PUNTO299,-61.225000000000001,9.012000000000000,,610226516
E0PUNTO300,-61.494999999999997,8.922000000000002,,610302204
E0PUNTO301,-60.956000000000003,8.651999999999999,,610212459
E0PUNTO302,-61.045999999999999,8.292000000000000,,610276722
E0PUNTO303,-61.405000000000001,8.112000000000000,,610317213
E0PUNTO304,-60.776000000000003,8.292000000000000,,610186080
E0PUNTO305,-60.956000000000003,9.012000000000000,,610229157
E0PUNTO306,-60.956000000000003,8.112000000000000,,610256485
E0PUNTO307,-60.776000000000003,8.022000000000000,,610135939
E0PUNTO308,-61.314999999999998,8.561999999999999,,610186065
E0PUNTO309,-61.134999999999998,8.202000000000000,,610261760
E0PUNTO310,-61.405000000000001,8.472000000000000,,610315430
E0PUNTO311,-60.776000000000003,8.832000000000003,,610259969
E0PUNTO312,-61.134999999999998,8.651999999999999,,610290779
E0PUNTO313,-61.134999999999998,8.022000000000000,,610219537
E0PUNTO314,-61.045999999999999,8.022000000000000,,610216897
E0PUNTO315,-61.225000000000001,8.112000000000000,,610316332
E0PUNTO316,-61.314999999999998,8.292000000000000,,610285523
E0PUNTO317,-60.776000000000003,8.472000000000000,,610333912
E0PUNTO318,-61.314999999999998,8.472000000000000,,610302231
E0PUNTO319,-60.506000000000000,8.202000000000000,,610236248
E0PUNTO320,-61.494999999999997,8.112000000000000,,610250331
E0PUNTO321,-61.225000000000001,8.922000000000002,,610164045
E0PUNTO322,-60.415999999999997,8.561999999999999,,610303106
E0PUNTO323,-60.686000000000000,8.292000000000000,,610202800
E0PUNTO324,-60.776000000000003,8.651999999999999,,610179897
E0PUNTO325,-61.405000000000001,8.832000000000003,,610185169
E0PUNTO326,-62.933999999999997,9.911000000000000,,610235264
E0PUNTO327,-62.484000000000002,10.000999999999999,,610152538
E0PUNTO328,-62.573999999999998,9.821000000000000,,610156071
E0PUNTO329,-62.933999999999997,10.271000000000001,,610147241
E0PUNTO330,-62.844000000000001,10.451000000000001,,610140191
E0PUNTO331,-62.753999999999998,10.361000000000001,,610174520
E0PUNTO332,-62.933999999999997,10.090999999999999,,610254612
E0PUNTO333,-67.250000000000000,8.470000000000002,,610185190
E0PUNTO335,-66.799999999999997,8.020000000000000,,610326016
E0PUNTO336,-66.799999999999997,8.560000000000000,,610171985
E0PUNTO337,-67.159999999999997,8.380000000000003,,610179918
E0PUNTO338,-66.980000000000004,8.199999999999999,,610213367
E0PUNTO339,-66.799999999999997,8.199999999999999,,610221285
E0PUNTO340,-66.530000000000001,8.289999999999999,,610275837
E0PUNTO341,-66.620000000000005,9.010000000000000,,610211557
E0PUNTO342,-66.530000000000001,8.830000000000000,,610179010
E0PUNTO343,-66.170000000000002,9.010000000000000,,610095398
E0PUNTO344,-66.260000000000005,8.920000000000000,,610213324
E0PUNTO345,-66.439999999999998,8.830000000000000,,610166688
E0PUNTO346,-66.439999999999998,8.830000000000000,,610166688
E0PUNTO347,-65.180000000000007,8.470000000000002,,610288148
E0PUNTO348,-65.269999999999996,8.470000000000002,,610179910
E0PUNTO349,-65.359999999999999,8.740000000000000,,610182534
E0PUNTO350,-65.090000000000003,8.830000000000000,,610199252
E0PUNTO351,-65.269999999999996,9.100000000000000,,610228270
E0PUNTO352,-65.180000000000007,8.740000000000000,,610200134
E0PUNTO353,-66.079999999999998,7.750000000000000,,610262674
E0PUNTO354,-66.170000000000002,7.930000000000000,,610320743
E0PUNTO355,-65.900000000000006,7.750000000000000,,610209874
E0PUNTO356,-65.900000000000006,7.930000000000000,,610225707
E0PUNTO357,-66.260000000000005,8.020000000000000,,610187859
E0PUNTO358,-66.170000000000002,8.109999999999999,,610201932
E0PUNTO359,-65.810000000000002,8.020000000000000,,610223938
E0PUNTO360,-65.450000000000003,10.090000000000000,,610178934
E0PUNTO361,-65.450000000000003,10.000000000000000,,610101496
E0PUNTO362,-65.629999999999995,10.000000000000000,,610151658
E0PUNTO363,-66.349999999999994,10.090000000000000,,610164852
E0PUNTO364,-65.900000000000006,10.090000000000000,,610171014
E0PUNTO365,-66.079999999999998,10.000000000000000,,610141099
E0PUNTO366,-65.540000000000006,10.090000000000000,,610203575
E0PUNTO367,-66.379999999999995,9.980000000000000,,610169257
E0PUNTO368,-65.760000000000005,10.000000000000000,,610135817
E0PUNTO369,-67.519999999999996,9.010000000000000,,610165799
E0PUNTO370,-67.700000000000003,9.190000000000000,,610171068
E0PUNTO371,-67.340000000000003,9.190000000000000,,610160506
E0PUNTO372,-67.430000000000007,9.100000000000000,,610172832
E0PUNTO373,-67.790000000000006,9.100000000000000,,610253792
E0PUNTO375,-68.599999999999994,6.940000000000000,,610369203
E0PUNTO376,-68.959999999999994,7.750000000000000,,610072595
E0PUNTO377,-68.060000000000002,6.580000000000000,,610361306
E0PUNTO378,-67.519999999999996,7.390000000000000,,610216937
E0PUNTO379,-67.969999999999999,7.120000000000000,,610303193
E0PUNTO380,-68.510000000000005,7.480000000000000,,610279412
E0PUNTO381,-68.780000000000001,6.850000000000000,,610302332
E0PUNTO383,-67.969999999999999,7.660000000000000,,610325162
E0PUNTO384,-67.250000000000000,7.660000000000000,,610223080
E0PUNTO385,-67.250000000000000,7.300000000000000,,610361259
E0PUNTO386,-67.969999999999999,6.310000000000000,,610090280
E0PUNTO387,-68.959999999999994,7.390000000000000,,610294373
E0PUNTO388,-67.069999999999993,7.030000000000000,,610378878
E0PUNTO389,-68.239999999999995,6.580000000000000,,610356906
E0PUNTO390,-67.609999999999999,7.570000000000000,,610362124
E0PUNTO393,-68.239999999999995,7.750000000000000,,610186994
E0PUNTO394,-67.790000000000006,6.310000000000000,,610390360
E0PUNTO395,-68.329999999999998,7.750000000000000,,610295237
E0PUNTO396,-67.790000000000006,7.390000000000000,,610287335
E0PUNTO397,-68.510000000000005,7.660000000000000,,610233637
E0PUNTO398,-67.250000000000000,7.480000000000000,,610212531
E0PUNTO400,-67.879999999999995,6.490000000000000,,610220512
E0PUNTO401,-67.790000000000006,7.030000000000000,,610365678
E0PUNTO402,-68.959999999999994,6.580000000000000,,610233702
E0PUNTO403,-68.599999999999994,7.120000000000000,,610274152
E0PUNTO404,-68.060000000000002,7.210000000000000,,610211667
E0PUNTO405,-68.510000000000005,6.490000000000000,,610228428
E0PUNTO406,-68.060000000000002,7.660000000000000,,610197560
E0PUNTO407,-67.519999999999996,6.580000000000000,,610381545
E0PUNTO408,-67.340000000000003,6.760000000000000,,610332255
E0PUNTO409,-67.519999999999996,6.850000000000000,,610322569
E0PUNTO410,-67.700000000000003,7.750000000000000,,610259156
E0PUNTO411,-67.790000000000006,6.670000000000000,,610193218
E0PUNTO412,-68.329999999999998,7.480000000000000,,610208132
E0PUNTO413,-67.519999999999996,7.210000000000000,,610290865
E0PUNTO414,-67.790000000000006,7.300000000000000,,610237182
E0PUNTO415,-68.689999999999998,7.210000000000000,,610243349
E0PUNTO417,-67.609999999999999,7.750000000000000,,610192273
E0PUNTO418,-66.890000000000001,7.390000000000000,,610247735
E0PUNTO420,-67.340000000000003,6.670000000000000,,610099059
E0PUNTO421,-67.700000000000003,6.490000000000000,,610209070
E0PUNTO422,-68.959999999999994,6.850000000000000,,610259209
E0PUNTO423,-67.069999999999993,7.300000000000000,,610210783
E0PUNTO424,-66.799999999999997,7.840000000000000,,610216908
E0PUNTO425,-69.590000000000003,6.400000000000000,,610298835
E0PUNTO426,-69.319999999999993,6.310000000000000,,610292683
E0PUNTO427,-69.230000000000004,6.670000000000000,,610350740
E0PUNTO428,-69.590000000000003,6.760000000000000,,610210816
E0PUNTO429,-69.409999999999997,6.940000000000000,,610341043
E0PUNTO430,-69.319999999999993,7.120000000000000,,610306712
E0PUNTO431,-69.769999999999996,6.580000000000000,,610355143
E0PUNTO432,-69.319999999999993,6.220000000000000,,610256606
E0PUNTO433,-69.140000000000001,6.940000000000000,,610256559
E0PUNTO434,-70.129999999999995,7.570000000000000,,610193164
E0PUNTO435,-69.500000000000000,7.660000000000000,,610255640
E0PUNTO436,-69.769999999999996,7.300000000000000,,610172064
E0PUNTO437,-69.680000000000007,7.390000000000000,,610303177
E0PUNTO438,-69.859999999999999,7.480000000000000,,610319010
E0PUNTO439,-70.489999999999995,7.300000000000000,,610203743
E0PUNTO440,-70.310000000000002,7.390000000000000,,610266214
E0PUNTO441,-70.849999999999994,7.300000000000000,,610331342
E0PUNTO442,-70.040000000000006,7.300000000000000,,610289981
E0PUNTO443,-69.680000000000007,7.660000000000000,,610268843
E0PUNTO444,-70.760000000000005,7.570000000000000,,610205485
E0PUNTO445,-70.400000000000006,7.840000000000000,,610218670
E0PUNTO446,-69.859999999999999,7.840000000000000,,610312829
E0PUNTO447,-71.120000000000005,7.390000000000000,,610055017
E0PUNTO449,-71.030000000000001,7.660000000000000,,610213399
E0PUNTO450,-70.129999999999995,7.750000000000000,,610302274
E0PUNTO451,-70.670000000000002,7.840000000000000,,610214268
E0PUNTO452,-70.670000000000002,7.300000000000000,,610207262
E0PUNTO453,-69.769999999999996,7.840000000000000,,610207228
E0PUNTO455,-71.750000000000000,7.660000000000000,,610189640
E0PUNTO456,-71.569999999999993,7.660000000000000,,610200203
E0PUNTO457,-71.569999999999993,7.750000000000000,,610259153
E0PUNTO463,-72.200000000000003,8.380000000000003,,610228313
E0PUNTO464,-70.489999999999995,8.470000000000002,,610179028
E0PUNTO465,-70.579999999999998,8.650000000000000,,610179020
E0PUNTO466,-70.760000000000005,8.470000000000002,,610170231
E0PUNTO469,-70.579999999999998,8.289999999999999,,610231839
E0PUNTO470,-70.760000000000005,8.830000000000000,,610200129
E0PUNTO471,-71.209999999999994,8.830000000000000,,610156127
E0PUNTO472,-70.849999999999994,8.650000000000000,,610160540
E0PUNTO473,-71.120000000000005,8.380000000000003,,610186073
E0PUNTO474,-70.849999999999994,8.560000000000000,,610192225
E0PUNTO475,-71.480000000000004,8.830000000000000,,610189568
E0PUNTO476,-71.480000000000004,8.560000000000000,,610188705
E0PUNTO477,-70.939999999999998,8.830000000000000,,610051409
E0PUNTO478,-71.659999999999997,8.650000000000000,,610182539
E0PUNTO480,-71.030000000000001,8.560000000000000,,610199263
E0PUNTO482,-71.030000000000001,8.289999999999999,,610182562
E0PUNTO483,-71.659999999999997,8.380000000000003,,610258236
E0PUNTO484,-71.930000000000007,8.650000000000000,,610281979
