Clave,Longitud,Latitud,Nombre,comid
E000000570,-74.9,-10.3,PUERTO BERMUDEZ,620990177
E000154301,-74.933,-9.867,PUERTO VICTORIA,620970890
E000000627,-75.121,-10.101,ESPERANZA,620581493
E000000579,-75.15,-10.183,ISCOZACIN,620925498
E000000556,-75.55,-10.05,POZUZO,620926867
E000155272,-75.55,-10.383,HUANCABAMBA,620953030
E000000559,-75.15,-10.633,SAN MIGUEL DE BOCAZ,620662706
E000000557,-75.386,-10.594,OXAPAMPA,620622799
E000154304,-74.467,-9.3,IPARIA,620730058
E000155303,-74,-10.067,BOLOGNESI,621043828
E000000274,-73.783,-10.733,ATALAYA,620620056
E000154305,-74.317,-8.6,MASISEA,621061637
E000000459,-75.088,-8.45,EL MARONAL,620633693
E000154308,-75.65,-8.917,AGUAYTIA,620736918
E000152412,-75.397,-8.857,SAN ALEJANDRO,620607571
E000000408,-74.533,-8.367,PUCALLPA,621160697
E000000285,-74.643,-8.589,NESHUYA,620746532
E000000449,-74.632,-8.229,PUCALLPA-UNU,620654324
E000152411,-74.806,-8.475,LAS PALMERAS,620062655
E000000458,-74.866,-8.582,LAS PALMERAS DE UCAYALI,620051653
E000000387,-75.006,-7.352,CONTAMANA,621098723
E000153400,-74.833,-7.95,TIRUNTAN,620873093
E000153324,-75.283,-7.2,PAMPA HERMOSA,621035419
E000151501,-71.933,-2.317,BERGERIE,621040661
E000151600,-70.983,-2.283,CORBATA,621051669
E000000110,-72.75,-2.583,EL ESTRECHO,620592100
E000150210,-72.75,-2.583,EL ESTRECHO,620592100
E000000105,-75.25,-0.117,GUEPPI,620909824
E000150211,-71.917,-2.329,SANTA MERCEDES,620792984
E000000175,-72.283,-2.6,TAMSHIYACU PER,620864548
E000150200,-73.35,-1.82,PUERTO ARTURO,621094297
E000152409,-73.667,-3.833,SANTA MARIA DE NANAY,621013222
E000150208,-73.254,-3.69,PUNCHANA,621105407
E000151402,-73.351,-3.761,QUISTOCOCHA,621105412
E000000154,-73.3,-3.7,AMAZONAS,620977438
E000000153,-73.419,-3.826,MORALILLO,620588037
E000150101,-75.178,-0.965,PANTOJA,620604398
E000150102,-75.2,-1.6,ARICA,621018607
E000000170,-74.1,-2.367,CURARAY,621007640
E000000177,-73.679,-2.487,SANTA CLOTILDE,621007646
E000151302,-75.75,-2.467,BARTRA,620920957
E000151400,-74.567,-3.733,SARGENTO LORES,621127426
E000151301,-76.136,-2.453,TENIENTE LOPEZ,620786110
E000000178,-75.017,-3.8,TROMPETEROS,621065509
E000000172,-73.161,-4.003,TAMSHIYACU,621145329
E000150201,-72.867,-3.533,MANITI,621010455
E000000151,-73.263,-3.548,MORONA,620089911
E000152407,-73.583,-4.5,NAUTA,620707785
E000150212,-74.2,-4.6,SAN REGIS,621105459
E000000180,-71.858,-3.315,PEBAS,621015947
E000000291,-70.512,-3.911,CABALLOCOCHA,620932043
E000151601,-70.783,-3.933,CHIMBOTE,620563278
E000000290,-70.011,-4.265,PETROPOLIS,620175261
E000152600,-70.25,-4.167,SAN FERNANDO,620663735
E000000269,-72.898,-5.167,ANGAMOS,620822029
E000152500,-72.904,-5.148,ANGAMOS,620822029
E000000829,-72.117,-16.467,SANTA RITA,670075705
E000000836,-71.483,-16.472,CHARACATO,670083895
E000158208,-71.213,-15.979,PILLONES,670103332
E000157321,-71.574,-15.771,YANQUE,670076702
E000152168,-71.8,-15.883,JOLLOJELLO,670115617
E000158202,-72.017,-16.017,LLUTA,670076710
E000000843,-72.083,-15.917,TUNEL T. QUERQUE,670044962
E000008203,-71.878,-16.031,HUANCA,670102310
E000157365,-71.7,-16.25,CHARACATO,670079790
E000158204,-71.589,-16.063,PAMPA DE ARRIEROS,670106408
E000157328,-71.358,-15.979,SUMBAY,670147364
E000000849,-71.187,-16.084,EL FRAYLE,670086952
E000152169,-72.033,-16.183,LLUCLLA,670094124
E000158201,-72.117,-16.333,SANTA ISABEL DE SIGUAS,670112557
E000000804,-71.919,-16.592,LA JOYA,670051132
E000000797,-71.35,-16.233,AGUADA BLANCA,670064429
E000000847,-71.4,-16.4,CHIGUATA,670089012
E000158206,-71.4,-16.4,CHIGUATA,670089012
E000158209,-71.163,-16.318,LAS SALINAS,670062385
E000000800,-72.007,-17.013,MOLLENDO,670048074
E000000835,-72.1,-17.006,PUNTA ISLAY,670048074
E000000854,-69.767,-17.533,PAUCARANI,660088058
E000500022,-70.011,-17.165,JARUMAS,660095091
E000000860,-69.645,-17.295,CHUAPALCA,660123958
E000158330,-69.674,-17.424,CHUAPALCA,660092279
E000158332,-69.487,-17.394,FRONTERA,660128183
E000008321,-69.956,-17.775,PALCA,670042982
E000008331,-69.874,-17.604,BOCATOMA,670046050
E000008313,-70.338,-17.29,CAIRANI,670050133
E000000863,-70.527,-17.412,ILABAYA,670038873
E000000874,-70.55,-17.483,MIRAVE,670035804
E000500025,-70.627,-17.288,TOQUEPALA,670041940
E000158315,-70.306,-17.404,CURIBAYA,670033754
E000000853,-70.764,-17.612,LOCUMBA,670052193
E000158307,-70.717,-17.483,MATOGROSO,670046043
E000000877,-70.036,-17.479,TARATA,670034779
E000158318,-70.154,-17.365,SITAJARA,670043992
E000158312,-70.383,-17.767,HACIENDA PUQUIO,670038885
E000158323,-69.988,-17.551,TALABAYA,670030686
E000159100,-70.104,-17.641,GRANDE,670039904
E000000859,-70.333,-18.117,MAGOLLO,670018421
E000159101,-70.333,-18.117,MAGOLLO,670018421
E000000899,-70.524,-18.211,LA YARADA,670033778
E000158207,-71.335,-17.65,ILO,670060385
E000158300,-70.967,-17.85,ITE,670033771
E000000806,-70.931,-17.175,MOQUEGUA,670045004
E000158302,-70.85,-17,OTORA,670048073
E000000840,-71.286,-17.629,ILO,670058337
E000158218,-70.467,-16,CRUCERO,670093093
E000000851,-70.856,-16.382,UBINAS,670072628
E000008310,-70.552,-16.133,ICHUMA,670067499
E000158310,-70.55,-16.133,ICHUMA,670067499
E000157454,-70.283,-16,ESQUILACHE,670080808
E000158219,-70.733,-16.317,LLOQUE,670052145
E000158305,-70.733,-16.467,PACHAS,670085942
E000158211,-71.017,-16.65,COALAQUE,670081853
E000000848,-71.183,-16.626,PUQUINA,670041916
E000000873,-70.691,-16.812,CARUMAS,670055235
E000158309,-70.526,-16.618,PAMPA UMALZO (TITIJONES),670064445
E000500026,-70.428,-16.815,VIZCACHAS,670070593
E000158308,-70.682,-16.735,CALACOA,670082880
E000158301,-70.897,-16.769,QUINISTAQUILLAS,670060353
E000000845,-71.2,-16.767,LA CAPILLA,670069570
E000158220,-71.2,-17.267,PAMPA DE CLEMESI,670037844
E000152308,-76.05,-5.917,SAMANGO,621146807
E000153315,-76.267,-6.1,SHANUSI,620985824
E000153321,-75.867,-6.05,SHUCSHUYACU,621069758
E000003317,-76.3,-6.333,PONGO DE CAYNARACHI,620886767
E000153317,-76.3,-6.333,PONGO DE CAYNARACHI,620886767
E000153322,-75.793,-6.213,PELEJO,620798694
E000153320,-75.8,-6.4,PUCALLPA HUIMBAYOC,621043633
E000153323,-75.75,-6.417,HUIMBAYOC,620637712
E000153319,-76.119,-6.583,CHAZUTA,621036761
E000152301,-76.583,-5.85,BALSA PUERTO,620923892
E000152307,-76.117,-5.9,PLANTACION YURIMAGUAS,621082132
E000152231,-77.033,-5.867,BUENOS AIRES,620717490
E000000378,-76.967,-6,MOYOBAMBA,621046362
E000140307,-76.933,-6.05,MOYOBAMBA,621073884
E000152228,-77.083,-5.767,PUEBLO LIBRE,620827567
E000152227,-77.283,-5.683,SAN JOSE DEL ALTO MAYO,620637673
E000152230,-77.133,-5.867,VALLE DE LA CONQUISTA,620974802
E000000219,-77.383,-5.833,NARANJILLO,620700975
E000152219,-77.383,-5.833,NARANJILLO,620700975
E000152216,-77.2,-5.95,YURACYACU,620940409
E000000377,-77.167,-6.033,RIOJA,620998205
E000153226,-77.104,-6.14,SORITOR,621016098
E000153329,-76.801,-6.217,PACAYPITE,620812455
E000153303,-76.821,-6.291,PACAYSAPA,620652840
E000000322,-76.65,-6.417,TABALOSOS,620725781
E000153310,-76.65,-6.417,TABALOSOS,620725781
E000153314,-76.417,-6.417,SAN ANTONIO,620879887
E000000383,-76.561,-6.384,LAMAS,620597807
E000000401,-76.415,-6.526,TARAPOTO,620801461
E000140309,-76.367,-6.5,TARAPOTO,620727157
E000153311,-76.5,-6.5,CUNUMBUQUE,621073908
E000000310,-76.317,-6.583,EL PORVENIR,621133082
E000152304,-75.683,-5.2,LAGUNAS,621167410
E000152303,-75.867,-5.483,SANTA CRUZ,621146783
E000000206,-76.1,-5.783,PLANTACION SANTA MARIA,621164686
E000153316,-76.304,-6.798,PILLUANA,621050532
E000000297,-76.25,-6.933,TINGO DE PONAZA,620672140
E000153318,-76.25,-6.933,TINGO DE PONAZA,620672140
E000153326,-76.129,-7.023,SHAMBOYACU,620610223
E000153308,-76.765,-6.52,ALAO,620903286
E000000381,-76.683,-6.617,SISA,620673499
E000153346,-76.717,-6.733,AGUA BLANCA,620811105
E000000211,-76.767,-6.9,SAPOSOA,620634986
E000153305,-76.767,-6.9,SAPOSOA,620634986
E000003307,-76.6,-6.8,SAN PABLO,620961092
E000153307,-76.6,-6.8,SAN PABLO,620961092
E000000382,-76.55,-7.05,BELLAVISTA,620666642
E000153306,-76.733,-7.1,SACANCHE,620829012
E000000376,-77.407,-6.317,RODRIGUEZ. DE MENDOZA,620047402
E000000379,-76.781,-7.287,PACHIZA,621031295
E000153301,-76.85,-7.483,SHEPTE,620663915
E000000384,-76.5,-7.183,LA UNION,621053305
E000153312,-76.5,-7.117,NUEVO LIMA,621006518
E000000389,-76.5,-7.267,CUSCO,621003774
E000153345,-76.5,-7.267,CUSCO,621003774
E000000328,-79.517,-7.133,MONTESECO,670031327
E000000346,-79.433,-7.217,HACIENDA LURIFICO,670024163
E000000339,-78.783,-6.87,RUPAHUASI,670039507
E000000308,-78.85,-6.983,SAN MIGUEL,670033369
E000153204,-78.683,-6.983,LLAPA,670030298
E000000359,-78.633,-7.033,GRANJA PORCON,670035419
E000153211,-78.65,-6.9,QUEBRADA HONDA,670034391
E000153111,-79.033,-7.083,LIVES,670041565
E000000319,-78.833,-7.083,SAN PABLO,670021086
E000000314,-78.735,-7.168,HACIENDA CADENA,670021088
E000153203,-78.85,-7.217,CHILETE,670029282
E000153212,-78.583,-7.267,HACIENDA LLAGADEN,670040549
E000500011,-79.167,-7.233,GALLITO CIEGO,670036451
E000153270,-78.424,-7.324,HUACRACHUCO,670032358
E000153210,-78.683,-7.267,MAGDALENA,670029284
E000000354,-78.817,-7.35,CONTUMAZA,670013928
E000000393,-78.517,-7.317,ASUNCION,670037478
E000000338,-79.45,-7.35,SAN JOSE,670027240
E000000326,-79.5,-7.417,SAN PEDRO,670041577
E000000298,-79.844,-6.935,CAPITANIA ETEN,670027224
E000000331,-79.792,-6.632,FERREHAFE,670038476
E000000301,-79.921,-6.703,LAMBAYEQUE,670046671
E000000300,-79.933,-6.833,PIMENTEL,670025170
E000140302,-79.833,-6.783,CHICLAYO,670025170
E000153141,-79.467,-6,EL ESPINO,670043575
E000000334,-79.749,-6.216,MOTUPE,670048701
E000000307,-79.319,-6.234,INCAHUASI,670034366
E000153104,-79.317,-6.233,INCAHUASI,670034366
E000153143,-79.35,-6.167,MARAYHUACA,670034365
E000153114,-79.467,-6.35,PUCHACA,670043586
E000000333,-79.768,-6.333,JAYANCA (LA VINA),670038466
E000153144,-79.3,-6.367,CASCABAMBA,670034371
E000153103,-79.356,-6.408,TOCMOCHE,670030277
E000153100,-80.029,-6.488,PANALA,670044614
E000000394,-80.017,-6.533,MORROPE,670042569
E000000243,-79.9,-6.483,GRANJA MILITAR SASAPE,670028233
E000153134,-79,-6.5,LLAMA,670043592
E000000341,-79.123,-6.514,LLAMA,670032328
E000000395,-78.867,-6.575,CHANCAY BAOOS,670048715
E000000351,-78.947,-6.633,SANTA CRUZ,670037455
E000153208,-78.733,-6.667,CHUGUR,670043598
E000000335,-79.565,-6.714,TINAJONES,670033361
E000153200,-78.917,-6.733,SANTA CATALINA DE PULAN,670038481
E000153282,-78.817,-6.7,LA LUCUMA,670042575
E000000309,-78.744,-6.82,QUILCATE,670039508
E000153128,-79.617,-6.783,HACIENDA PUCALA,670031314
E000000332,-79.835,-6.886,REQUE,670045653
E000153110,-79.092,-6.811,UDIMA,670033363
E000000340,-79.187,-6.823,EL ESPINAL,670040533
E000000296,-79.317,-6.8,BEBEDERO,670009810
E000000320,-79.559,-6.898,CAYALTI,670030294
E000000305,-79.129,-6.925,NIEPOS,670019031
E000153106,-79.133,-6.917,NIEPOS,670019031
E000155208,-76.733,-10.467,RAURA,620720485
E000000460,-76.95,-9.883,HUALLANCA,620642025
E000000473,-76.793,-9.82,LA UNION,620805767
E000000425,-77.167,-9.35,HUARI,620793356
E000000445,-77.175,-9.586,CHAVIN,620816762
E000154115,-77.25,-9.583,CHAVIN,620514043
E000000461,-76.783,-9.55,LLATA,620809880
E000154114,-77.367,-8.117,BULDIBUYO,620632299
E000154117,-77.232,-8.273,CAJAS,620804309
E000000412,-77.283,-8.283,TAYABAMBA,620580019
E000154116,-77.141,-8.416,HUANCAS,620626810
E000154111,-77.632,-8.546,SIHUAS,620756162
E000000432,-77.58,-8.833,SAFUNA,620003507
E000000443,-77.467,-8.783,POMABAMBA,620683247
E000000423,-77.367,-8.85,PISCOBAMBA,620746547
E000000251,-78.801,-5.641,SHUMBA ALTA,620749127
E000000252,-78.774,-5.677,JAEN,620839945
E000000203,-79.45,-5.1,SALALA,620758730
E000153120,-79.433,-5.15,ZAPALACHE,620868813
E000153149,-79.483,-5.25,CAROANCHO,620793138
E000152128,-79.35,-5.367,HACIENDA SHUMAYA,620608760
E000152127,-79.418,-5.491,TULUCE,621025695
E000153150,-79.533,-5.733,CONGORA,620831692
E000000248,-79.523,-5.569,HUARMACA,670030245
E000152132,-79.506,-5.84,PORCULLA,620003345
E000002129,-79.313,-5.659,SALLIQUE,620634920
E000500017,-79.367,-5.567,TAILIN,620955523
E000000250,-79.09,-5.644,CHONTALI,620614280
E000500012,-79.132,-5.606,PIEDRA DEL INCA,620707842
E000153151,-79.383,-5.767,EL TAMBO,621046349
E000152130,-79.317,-5.767,SAN FELIPE,620768397
E000153354,-78.967,-5.917,CHUNCHUQUILLO,621016084
E000152134,-79.067,-5.967,COLASAY,620608793
E000153118,-79,-6,HUACAPAMPA,621073883
E000153155,-79.183,-5.867,LOMA CURCA,620623924
E000153153,-79.233,-5.85,QUISMACHE,620878482
E000153107,-79.134,-6.042,HACIENDA PUCARA,621043612
E000153161,-79.3,-6,HUANDOHUACA,620833082
E000150706,-79.05,-6.117,HUALLANLLE,620947297
E000150707,-78.95,-6.267,MAMABAMBA,620579913
E000000352,-78.805,-6.379,CUTERVO,620625327
E000150705,-79.067,-6.367,GRANJA AZUL,620003376
E000000353,-78.889,-6.46,COCHABAMBA,620886771
E000000303,-78.649,-6.547,CHOTA,620702392
E000000220,-79.089,-5,NAMBALLE,620951366
E000000242,-78.997,-5.145,SAN IGNACIO,620685805
E000500013,-79.105,-5.313,LA FLORIDA,620537205
E000153284,-79.267,-5.45,MANCHARA ALTO,620666557
E000000260,-78.898,-5.309,CHIRINOS,620015700
E000152212,-78.971,-5.436,COCHALAN,620860572
E000153281,-79.087,-5.427,SAN JOSE DEL ALTO,621016059
E000150701,-79.033,-5.583,AGUA AZUL,620568868
E000153352,-78.933,-5.65,ALTO CHONTALI,620684453
E000152208,-78.467,-5.6,BAGUA,620643174
E000000258,-78.554,-5.702,HACIENDA VALOR,620625297
E000000259,-78.367,-5.85,HACIENDA CAIMITO,620753268
E000152210,-78.189,-5.891,MAGUNCHAL,621010583
E000152207,-78.167,-5.967,TAMBOLIC,621003705
E000000272,-77.976,-5.945,JAZAN,620757400
E000152220,-77.916,-6.161,LAMUD,620611558
E000000375,-77.867,-6.208,CHACHAPOYAS,620929413
E000140306,-77.817,-6.233,CHACHAPOYAS,620954182
E000153224,-77.8,-6.677,LEIMEBAMBA,620918431
E000000229,-78.288,-5.161,CHIRIACO,621025678
E000152211,-78.425,-5.255,NUEVA NAZARETH,620549587
E000000254,-77.917,-5.8,POMACOCHAS,620663823
E000152209,-77.809,-5.896,JUMBILLA,620717493
E000000286,-77.933,-4.833,NIEVA JOSE OLAYA,621025662
E000000256,-77.939,-4.83,SANTA MARIA DE NIEVA,621025662
E000152224,-78.27,-3.437,CAHUIDE,620557745
E000000271,-78.248,-3.481,CASTRO,620641685
E000152223,-78.093,-4.433,PINGLO,620773829
E000151305,-78.259,-3.554,SUBTENIENTE CASTRO,620641685
E000152225,-78.135,-4.628,ORACUZA,621021521
E000000205,-78.315,-4.65,IMACITA,620654127
E000152222,-78.225,-4.619,SAN RAFAEL,621066926
E000153327,-78.133,-7.917,LAGUNA HUANGACOCHA,620003457
E000153331,-78.317,-7.117,LA ENCA,620789109
E000153243,-78.483,-7.15,CAJAMARCA,620655639
E000000323,-78.243,-7.221,SONDOR MATARA,620654268
E000000391,-78.413,-7.229,JESUS TUNEL,620934971
E000000397,-78.275,-7.33,PENIPAMPA,620948735
E000000370,-78.173,-7.322,SAN MARCOS,620875808
E000000372,-78,-7.517,HACIENDA JOCOS,620584107
E000153223,-78.269,-7.451,CACHACHI,620003432
E000000368,-78.15,-7.533,CHAQUICOCHA,620970764
E000000373,-78.051,-7.622,CAJABAMBA,620725841
E000003332,-78.476,-5.986,EL PALTO,620611545
E000152201,-78.769,-6.016,PIMPINGOS,620673467
E000000360,-78.617,-6.383,TACABAMBA,620889520
E000000312,-78.424,-6.498,HACIENDA EL MOLINO,621020245
E000153115,-78.574,-6.63,SAMANGAY,620545533
E000153108,-78.457,-6.688,QUEBRADA SHUGAR,620586815
E000153218,-78.519,-6.798,LA LLICA,620811110
E000000371,-78.122,-6.85,CELENDIN,620754694
E000000363,-78.617,-6.767,HUALGAYOC,620665250
E000000364,-78.4,-6.817,JADIBAMBA,620712039
E000000367,-78.533,-6.9,HACIENDA NEGRITOS,620584075
E000007308,-72.502,-15.645,MACHAGUAY,670070553
E000000707,-71.667,-15.533,CASCA,670090006
E000157313,-72.27,-15.679,AYO,670111512
E000157343,-72.567,-15.717,PAMPA COLCA,670103322
E000000795,-71.968,-15.618,CABANACONDE,670092057
E000152163,-72.033,-15.75,LAGUNA MACURCA,670092061
E000157309,-72.433,-15.083,PULLHUAY,670084867
E000157312,-72.267,-15.499,CHACHAS,670086927
E000157311,-72.339,-15.261,ORCOPAMPA,670122762
E000157324,-71.45,-15.267,HUINCO,670144266
E000152166,-71.25,-15.167,LLACTO SAYACA,670086918
E000157325,-71.45,-15.35,TISCO,670101262
E000157314,-72.117,-15.567,CHOCO,670087955
E000000842,-71.117,-15.35,BUENA VISTA,670082830
E000000774,-71.117,-15.35,CONDOROMA (B.VISTA),670082830
E000152165,-71.517,-15.45,TRES ESTANCIAS,670065424
E000000710,-71.3,-15.4,CONDOROMA,670127887
E000157327,-71.45,-15.617,LA PULPERA,670081816
E000157400,-70.917,-15.767,CRUCERO ALTO,670072605
E000157331,-70.978,-15.39,HACIENDA ATECATE,670083854
E000007310,-72.349,-15.493,ANDAHUA,670062354
E000157317,-71.811,-15.616,MADRIGAL,670109463
E000000750,-72.648,-15.838,CHUQUIBAMBA,670108448
E000157315,-72.102,-15.72,HUAMBO,670103324
E000000833,-72.49,-16.069,APLAO,670128935
E000000805,-72.211,-16.328,PAMPA DE MAJES,670072625
E000000834,-72.483,-16.2,SANTA ELENA,670067500
E000000832,-72.718,-16.625,CAMANA,670089019
E000150601,-79.533,-5.917,EL MOLINO,670043570
E000000236,-79.728,-5.992,OLMOS,670044597
E000152162,-79.6,-5.783,HACIENDA LANDAS,670029229
E000000245,-79.817,-5.833,GRANJA EXPERIMENTAL,670033327
E000000246,-79.733,-5.867,MANO DE LEON,670053808
E000000244,-79.933,-5.75,TIERRA RAJADA,670030253
E000000227,-81.017,-5.844,BAYOVAR,670055856
E000000204,-81.133,-5.117,PAITA,670066070
E000000201,-80.467,-4.883,EL TABLAZO,670033293
E000000218,-80.267,-4.967,MALINGAS,670065040
E000152160,-80.35,-5.133,SAN JOAQUIN,670032276
E000000202,-80.233,-4.75,TEJEDORES,670065032
E000000213,-80.133,-5.067,HACIENDA YAPATERA,670024083
E000002110,-79.871,-5.024,SANTO DOMINGO,670025105
E000000207,-80.617,-5.167,MIRAFLORES,670067095
E000152159,-79.733,-5.067,ALTAMIZA,670044563
E000152136,-79.564,-5.173,PALO BLANCO,620639022
E000152117,-79.6,-5.117,PASAPAMPA,670037397
E000000235,-79.978,-5.18,MORROPON,670036375
E000152138,-79.867,-5.117,PALTASHACO,670055829
E000000247,-80.682,-5.243,SAN MIGUEL,670038425
E000152107,-79.983,-5.533,VIRREY,670029220
E000000214,-80.033,-5.217,HACIENDA PABUR,670053785
E000152118,-79.6,-5.367,CANCHAQUE,670035358
E000000239,-79.717,-5.25,HUANCABAMBA,670030234
E000152111,-79.783,-5.333,HACIENDA BIGOTE,670050716
E000000249,-80.731,-5.355,MONTEGRANDE,670032286
E000152146,-79.7,-5.6,CHIGNIA,670049703
E000152161,-79.617,-5.667,PIRGAS,670016937
E000152100,-80.75,-5.633,BERNAL,670032296
E000150004,-80.667,-5.55,LAGUNA RAMON,670043557
E000152402,-74.35,-5.25,BRETAHA,621102739
E000152405,-74.157,-5.408,FLOR DE PUNGA,621087611
E000152403,-74.283,-5.783,TAMANCO,620992688
E000152400,-74.533,-5.767,LA PEDRERA,621093135
E000000284,-75.117,-6.367,DOS DE MAYO,620655599
E000000390,-74.867,-6.033,JUANCITO,620720253
E000150202,-74.9,-6.033,JUANCITO,620908760
E000153325,-75.167,-6.9,ORELLANA,621138603
E000152406,-73.62,-4.713,BAGAZAN,621061432
E000000282,-73.5,-4.65,GENARO HERRERA (BOSQUE),620567442
E000000281,-73.598,-4.867,GENARO HERRERA,620688543
E000000280,-73.836,-5.043,REQUENA,621104104
E000152413,-73.8,-5,REQUENA,621047685
E000000822,-68.836,-16.359,ISLA SUANA,660089445
E000000531,-77.675,-11.009,ISLA DON MARTIN,670028397
E000000411,-78.886,-8.531,ISLA GUAAAPE NORTE,670037521
EV20000001,-73.192103,-14.82041,EV20000001,670080762
EV20000002,-75.60453,-14.80254,EV20000002,670063354
EV20000003,-72.066304,-14.80254,EV20000003,620561105
EV20000004,-71.798256,-14.69532,EV20000004,620367081
EV20000005,-72.45944,-14.51662,EV20000005,620526689
EV20000006,-70.869025,-14.03414,EV20000006,620522534
EV20000007,-69.153521,-13.76609,EV20000007,620757816
EV20000008,-70.922635,-13.641,EV20000008,620731666
EV20000009,-69.868315,-13.62313,EV20000009,620522512
EV20000010,-68.992693,-13.30147,EV20000010,620661472
EV20000011,-69.636007,-13.15851,EV20000011,620728888
EV20000012,-70.529498,-12.76538,EV20000012,620649058
EV20000013,-69.975534,-12.44372,EV20000013,620554099
EV20000014,-70.672457,-12.39011,EV20000014,620961391
EV20000015,-71.762517,-12.31863,EV20000015,620587117
EV20000016,-68.939083,-12.17567,EV20000016,620789381
EV20000017,-73.174233,-12.1578,EV20000017,620646274
EV20000018,-72.584529,-12.12206,EV20000018,620768737
EV20000019,-73.728198,-11.97911,EV20000019,620587096
EV20000020,-69.957664,-11.90763,EV20000020,620895316
EV20000021,-74.353642,-11.83615,EV20000021,620767346
EV20000022,-70.583108,-11.81828,EV20000022,620851281
EV20000023,-69.189261,-11.80041,EV20000023,620468751
EV20000024,-72.048434,-11.76467,EV20000024,620931086
EV20000025,-72.977665,-11.63958,EV20000025,620066951
EV20000026,-73.817547,-11.49662,EV20000026,620582941
EV20000027,-71.708907,-11.28218,EV20000027,620720533
EV20000028,-70.029143,-11.22857,EV20000028,620827857
EV20000029,-70.493759,-11.2107,EV20000029,620811343
EV20000030,-73.352932,-11.15709,EV20000030,620545772
EV20000031,-71.119203,-11.12135,EV20000031,620598058
EV20000032,-72.530919,-11.04987,EV20000032,620895272
EV20000033,-71.619558,-10.74609,EV20000033,620537497
EV20000034,-72.209262,-10.60313,EV20000034,620814064
EV20000035,-70.743936,-10.60313,EV20000035,620640686
EV20000036,-74.496601,-10.56739,EV20000036,620984687
EV20000037,-72.727487,-10.33508,EV20000037,620860835
EV20000038,-71.655298,-10.2636,EV20000038,620648925
EV20000039,-71.083463,-10.19212,EV20000039,620589756
EV20000040,-72.334351,-10.03129,EV20000040,620607634
EV20000041,-74.55021,-9.977689,EV20000041,620926863
EV20000042,-74.264293,-9.745381,EV20000042,620732833
EV20000043,-73.388671,-9.745381,EV20000043,620896579
EV20000044,-75.461572,-9.584553,EV20000044,620683289
EV20000045,-73.799677,-9.477334,EV20000045,620068211
EV20000046,-73.263582,-9.209286,EV20000046,620593828
EV20000047,-73.799677,-8.923369,EV20000047,620694266
EV20000048,-76.783939,-8.869759,EV20000048,620789204
EV20000049,-73.460151,-8.548102,EV20000049,620859362
EV20000050,-75.533051,-8.369404,EV20000050,620706618
EV20000051,-76.033406,-8.172836,EV20000051,620029612
EV20000052,-73.996245,-8.119226,EV20000052,620714865
EV20000053,-75.318613,-7.994138,EV20000053,620618531
EV20000054,-76.283584,-7.72609,EV20000054,620716214
EV20000055,-75.67601,-7.583131,EV20000055,620629519
EV20000056,-74.353642,-7.565262,EV20000056,620940494
EV20000057,-77.588081,-7.556327,EV20000057,620018573
EV20000058,-77.284294,-7.556327,EV20000058,620822159
EV20000059,-77.76678,-7.19893,EV20000059,620595098
EV20000060,-73.978376,-7.16319,EV20000060,620702425
EV20000061,-77.498732,-6.966622,EV20000061,620712046
EV20000062,-75.67601,-6.930883,EV20000062,620645997
EV20000063,-74.60382,-6.823664,EV20000063,620767077
EV20000064,-73.424411,-6.376918,EV20000064,620981711
EV20000065,-74.353642,-6.341178,EV20000065,621105549
EV20000066,-80.625953,-6.269699,EV20000066,670065088
EV20000067,-80.268556,-6.18035,EV20000067,670040509
EV20000068,-80.340035,-5.840823,EV20000068,670045617
EV20000069,-73.317192,-5.662125,EV20000069,620848200
EV20000070,-75.229264,-5.608515,EV20000070,620905990
EV20000071,-76.64098,-5.340468,EV20000071,620600502
EV20000072,-77.838259,-5.286858,EV20000072,620750485
EV20000073,-77.212815,-5.1439,EV20000073,620713324
EV20000074,-75.014826,-5.1439,EV20000074,620794507
EV20000075,-78.696011,-4.732893,EV20000075,620925206
EV20000076,-75.926187,-4.536325,EV20000076,620689898
EV20000077,-75.193524,-4.536325,EV20000077,620572942
EV20000078,-72.781097,-4.536325,EV20000078,620694028
EV20000079,-72.012694,-4.429106,EV20000079,620714662
EV20000080,-71.333641,-4.250408,EV20000080,620638976
EV20000081,-74.139204,-4.107449,EV20000081,620612820
EV20000082,-78.427963,-4.08958,EV20000082,620817843
EV20000083,-72.620268,-4.0181,EV20000083,620619694
EV20000084,-75.67601,-3.964491,EV20000084,620977454
EV20000085,-72.155653,-3.964491,EV20000085,620542638
EV20000086,-76.319323,-3.910881,EV20000086,620575658
EV20000087,-77.76678,-3.875142,EV20000087,620647207
EV20000088,-77.034117,-3.875142,EV20000088,620985704
EV20000089,-74.121334,-3.428396,EV20000089,620728368
EV20000090,-75.67601,-3.285437,EV20000090,620665064
EV20000091,-70.511628,-3.285437,EV20000091,620959528
EV20000092,-74.853997,-3.231828,EV20000092,620078887
EV20000093,-71.083463,-3.213958,EV20000093,620593511
EV20000094,-77.069856,-3.053129,EV20000094,620841180
EV20000095,-72.51305,-3.03526,EV20000095,620849435
EV20000096,-75.238199,-2.856561,EV20000096,620901714
EV20000097,-73.183168,-2.856561,EV20000097,620561841
EV20000098,-71.762517,-2.820822,EV20000098,620923728
EV20000099,-76.623111,-2.785082,EV20000099,620590732
EV20000100,-70.440149,-2.767212,EV20000100,621050316
