Clave,Longitud,Latitud,Nombre,comid
E000155113,-76.483,-11.583,MINA COLQUI,670023299
E000155517,-76.367,-11.567,PUCRO,670021250
E000151213,-76.499,-11.667,SHEQUE,670030470
E000155118,-76.317,-11.683,LA PIRHUA,670026375
E000155122,-76.607,-11.735,AUTISHA,670031496
E000155516,-76.317,-11.783,TAMBORAQUE,670032522
E000151205,-76.531,-11.845,CANCHACALLA,670025358
E000151209,-76.733,-11.933,CHOSICA,670039696
E000000543,-76.839,-11.989,ANA,670046866
E000000610,-76.95,-12.083,VON HUMBOLDT,670031510
E000155262,-76.2,-11.6,TICLIO,670015109
E000155119,-76.333,-11.933,CHALILLA,670030480
E000155224,-76.517,-11.983,SANTIAGO DE TUNA,670029459
E000000611,-76.817,-12.117,CIENEGUILLA,670024343
E000151214,-76.4,-12.1,LANGA,670010007
E000156102,-76.35,-12.183,SAN LAZARO DE ESCOMARCA,670039704
E000000598,-77.291,-11.535,LOMAS DE PASAMAYO,670027391
E000000536,-77.383,-11.217,SANTA ROSA,670003828
E000000534,-77.367,-11.367,LOMAS DE LACHAY,670018172
E000000486,-77.61,-11.117,CAPITANIA HUACHO,670034545
E000000546,-77.233,-11.467,DONOSO,670021247
E000155136,-77.233,-11.467,HACIENDA RETES HUARAL,670021247
E000000537,-77.233,-11.467,HUARAL,670021247
E000000532,-77.649,-10.913,CAMAY,670029419
E000155181,-77.6,-11,HUACHO,670003821
E000000485,-77.617,-11.067,CHACACA,670039664
E000155221,-76.683,-10.617,CHACUA,670031457
E000155227,-76.6,-10.85,CHALGO,670017128
E000155291,-76.667,-10.783,LAGUNA COCHAQUILLO,670026340
E000155216,-76.683,-10.867,SHARIN,670025319
E000155108,-76.933,-10.733,CACHIPACARAN,670029412
E000155204,-76.817,-10.783,PACHANGARA,670018149
E000155107,-76.967,-10.867,PAMPA LIBRE,670028392
E000155212,-76.717,-10.967,PARQUIN,670026349
E000155219,-76.65,-11,TUPE,670026348
E000155200,-76.933,-10.95,PACCHO,670016108
E000000501,-77.55,-11.05,ALCANTARILLA,670030447
E000000533,-77.417,-11.1,HUMAYA,670024305
E000000535,-77.233,-11.133,ANDAHUASI,670031475
E000155207,-76.833,-11.05,PACHAMACHAY,670021232
E000000529,-77.017,-11.133,YAURINGA,670037618
E000155205,-76.8,-11.35,PALLAC,670030459
E000155178,-76.9,-11.45,PACAYBAMBA,670026366
E000155203,-76.783,-11.183,CARAC,670019187
E000155202,-76.633,-11.2,SANTA CRUZ,670027380
E000000539,-77.117,-11.45,HUAYAN,670046846
E000000484,-77.633,-10.767,PURMACANA,670028389
E000000498,-77.683,-10.617,OTOPONGO,670024286
E000000528,-77.783,-10.667,PARAMONGA,670032481
E000155100,-77.533,-10.05,PARARIN,670024266
E000155102,-77.617,-10.067,LLACLLIN,670022220
E000155103,-77.433,-10.15,CAJACAY,670035534
E000009900,-77.559,-10.207,CHAMANA,670035536
E000150900,-77.567,-10.25,CHAMANA,670033489
E000155104,-77.433,-10.333,CONGAS,670015061
E000154417,-77.109,-10.056,AQUIA,670026315
E000000538,-77.15,-10.15,CHIQUIAN,670046798
E000155105,-77.4,-10.4,OCROS,670029398
E000000540,-76.983,-10.467,CAJATAMBO,670032474
E000155180,-76.833,-10.467,CASHAURCO,670039643
E000155106,-77.233,-10.5,ACO,670028380
E000151208,-77.033,-10.567,GORGOR,670017118
E000151211,-77.283,-10.75,AMBAR,670043748
E000000422,-78.05,-10.267,LAS ZORRAS,670032465
E000000530,-78.167,-10.083,HUARMEY,670035531
E000000413,-78.182,-9.998,PUNTA CULEBRAS,670032457
E000154402,-77.983,-8.867,TOCANCA,670025246
E000000418,-78.417,-9.233,HUACATAMBO,670030380
E000154104,-78.033,-9.333,QUILLO,670040624
E000000424,-78.172,-9.27,SAN JACINTO DE NEPE,670013999
E000154107,-77.775,-9.535,CHACCHAN,670025270
E000150904,-77.89,-9.559,PARIACOTO,670019126
E000154110,-77.707,-9.583,PIRA,670031417
E000154418,-78,-9.517,YAUTAN,670030390
E000154105,-77.95,-9.767,QUIAN,670031423
E000000428,-77.85,-9.817,HIDROELECTRICA,670021185
E000155412,-77.533,-9.75,HUANCAPETI,670016064
E000000440,-77.607,-9.781,AIJA,670017088
E000000420,-78.1,-10.1,SAN DIEGO,670025293
E000154416,-77.683,-9.7,LA MERCED,670022209
E000154109,-77.717,-9.883,HUAYAN,670034499
E000154113,-77.583,-9.983,COTAPARACO,670037575
E000150901,-77.65,-9.933,MALVAS,670029381
E000000403,-78.6,-9.067,CHIMBOTE OCEANO,670034470
E000004430,-78.59,-8.998,ALTO PERU,670044707
E000154103,-78.15,-8.1,CACHICADAN,670049795
E000154106,-77.954,-8.192,MOLLEPATA,670041607
E000000436,-78.167,-8.133,SANTIAGO DE CHUCO,670049795
E000000437,-77.85,-8.267,CONCHUCOS,670041609
E000004431,-78.002,-8.353,CABANA,670036491
E000000438,-77.9,-8.567,CORONGO,670026261
E000154400,-77.883,-8.667,LA PAMPA,670027288
E000000416,-78.567,-8.9,RINCONADA,670039583
E000155401,-77.85,-8.8,HIDRO,670036507
E000000450,-77.983,-8.767,PASHPAP,670009883
E000140399,-78.542,-9.069,CHIMBOTE,670002727
E000000439,-77.817,-9.05,CARAZ,670024229
E000000444,-77.751,-9.15,YUNGAY,670055978
E000000417,-77.683,-9.217,TINGUA,670035500
E000154118,-77.533,-9.533,HUARAZ,670040633
E000155407,-77.533,-9.533,HUARAZ,670040633
E000000429,-77.333,-9.717,QUEROCOCHA # 4,670029374
E000155413,-77.367,-9.95,COLLOTA,670040648
E000150902,-77.233,-9.883,MILPO,670022212
E000154410,-77.3,-10.117,CONOCOCHA,670041677
E000155415,-77.217,-10.033,YANACOCHA,670029385
E000155417,-77.217,-10.15,PUNTA MOJON,670015054
E000000402,-78.967,-8.217,SALAVERRY,670038537
E000000348,-78.683,-8.417,HACIENDA TOMABAL,670042637
E000000442,-78.75,-8.417,VIRU,670047757
E000153206,-78.756,-7.851,SINSICAP,670027258
E000000361,-78.567,-7.9,OTUZCO,670027259
E000154102,-78.308,-8.004,QUIRUVILCA,670020096
E000000398,-78.607,-8.005,SALPO,670033408
E000154101,-78.5,-8.05,JULCAN,670011905
E000000406,-79.1,-8.083,TRUJILLO,670031361
E000154125,-79,-8,TRUJILLO,670026239
E000000405,-79.033,-8.1,UNIVERSIDAD NACIONAL DE TRUJILLO,670055939
E000000344,-79.183,-7.75,CASA GRANDE,670021110
E000000329,-79.436,-7.699,PUERTO CHICAMA,670031348
E000003201,-78.933,-7.383,SAN BENITO,670034410
E000153278,-78.517,-7.517,CAMPODEN,670021101
E000003216,-78.533,-7.433,COSPAN,670033386
E000153271,-78.383,-7.417,HUAYCOT,670040554
E000153201,-78.933,-7.433,SAN BENITO,670035434
E000000355,-78.817,-7.483,CASCAS,670030314
E000153279,-78.7,-7.567,TAMBO,670045679
E000153287,-78.417,-7.5,CASAIS,670042604
E000152194,-78.467,-7.583,LA ROSA,670023153
E000000347,-79.15,-7.833,CHICLIN,670025209
E000153221,-78.317,-7.85,CAPACHIQUE,670031354
E000000357,-78.367,-7.8,COINA,670028280
E000153101,-78.477,-7.767,CALLANCAS,670024184
E000000345,-79.217,-7.883,CARTAVIO,670021116
E000000230,-81.061,-4.918,LA ESPERANZA,670042510
E000152202,-80.433,-4.517,ARDILLA (SOLANA BAJA),670087551
E000000232,-80.449,-4.678,CHILACO,670018949
E000000208,-80.715,-4.857,MALLARES,670042508
E000150003,-80.15,-4.3,EL CIRUELO,670071159
E000152140,-79.867,-4.533,PICO DE LORO,670034304
E000152105,-80,-4.533,SUYO,670050687
E000150002,-79.968,-4.4,PUENTE INTERNACIONAL,670082427
E000152142,-79.7,-4.55,AUL (C. MEMBRILLO),670072193
E000000237,-79.717,-4.633,AYABACA,670038404
E000152143,-79.5,-4.633,ESPINDOLA,670042501
E000152119,-79.567,-4.583,HUARA DE VERAS,670043522
E000152154,-79.467,-4.75,LAS ARREBIATADAS,670033289
E000152115,-79.65,-4.7,OLLEROS,670033286
E000000238,-79.762,-4.748,SAUSAL DE CULUCAN,670042503
E000152121,-79.55,-4.767,TAPAL,670050696
E000152149,-79.611,-4.474,VADO GRANDE,670061949
E000152157,-79.473,-4.911,NACIENTES DE ARANZA,670035342
E000152141,-79.767,-4.567,SICCHEZ,670061953
E000152150,-79.95,-4.617,PAIMAS,670061955
E000152144,-79.833,-4.633,MONTERO,670045572
E000152144,-79.833,-4.633,MONTERO,670048643
E000000140,-80.278,-4.626,LAS LOMAS,670041475
E000152103,-80.547,-4.643,LANCONES,670016899
E000152190,-80.517,-4.75,SOMATE,670034313
E000152139,-79.9,-4.833,ARRENDAMIENTOS,670047627
E000152116,-79.983,-4.85,ARANZA,670022027
E000152151,-79.967,-4.733,LAGARTERA,670050695
E000152113,-79.767,-4.867,NANGAY MATALACAS,670023053
E000152114,-79.663,-4.993,PACAYPAMPA,670048656
E000152135,-79.533,-4.967,SAN JUAN DE LOS ALISOS,670033295
E000000215,-80.867,-4.85,SAN JACINTO,670045579
E000000228,-79.85,-4.917,ARENALES,670032271
E000000209,-81.224,-4.273,EL ALTO,670055801
E000000210,-81.267,-4.45,LOBITOS,670050685
E000140200,-81.267,-4.567,TALARA,670005633
E000000212,-81.3,-4.65,NEGRITOS,670064005
E000152101,-80.883,-4.55,PANANGA,670013825
E000140198,-81.233,-4.533,EL PATO,670079359
E000000101,-80.502,-3.518,LOS CEDROS,670060891
E000151102,-80.183,-3.917,HITO BOCANA,670056809
E000000139,-80.433,-3.967,CABO INGA,670061931
E000150107,-80.483,-4.067,CAPITAN HOYLE,670057839
E000000130,-80.501,-3.805,RICA PLAYA,670009701
E000150111,-80.367,-3.7,CHACRITAS,670030177
E000150105,-80.4,-3.767,QUEBRADA ANGOSTURA,670049635
E000000137,-80.53,-4,HUASIMO,670056813
E000000129,-80.641,-3.843,LOS PINOS,670043495
E000000136,-80.65,-3.933,CANAVERAL,670046570
E000150110,-80.683,-4.033,CHERRELIQUE,670039406
E000000179,-80.539,-3.626,LA CRUZ,670002525
E000000134,-80.233,-3.567,PAPAYAL,670031197
E000000134,-80.233,-3.567,PAPAYAL,670028124
E000000128,-80.267,-3.817,EL CAUCHO,670026086
E000151101,-80.267,-3.817,EL CAUCHO,670026086
E000150104,-80.167,-3.817,HITO COTRINA,670049637
E000000103,-80.217,-3.7,MATAPALO,670037345
E000000135,-80.317,-3.433,EL SALTO,670045530
E000000133,-80.283,-3.5,ZARUMILLA,670040410
E000140199,-80.383,-3.55,TUMBES,670054747
E000000131,-80.383,-3.55,TUMBES COLOMA,670054747
E000000138,-80.322,-3.517,CIA.TUMPIS,670031196
E000150108,-80.95,-4.167,HACIENDA FERNANDEZ,670058866
E000150109,-80.883,-4.05,NEGRITOS,670057838
E000000270,-77.55,-4.467,BORJA,621101319
E000000275,-76.7,-4.833,BARRANCA,620991260
E000152171,-76.7,-4.817,SAN LORENZO,620991260
E000151203,-77.6,-3.217,SARGENTO PUCO,621076485
E000152300,-76.65,-4.417,RIMACHI,620658245
E000151300,-76.35,-3.4,SOPLIN,620707729
E000152404,-74.232,-4.686,SILVA MERINO,620959604
E000000277,-74.5,-4.583,PITHECIA,620889423
E000152401,-74.367,-4.6,SANTA RITA DE CASTILLA,620546799
E000153309,-76.693,-7.464,FILABOTON,621102856
E000003304,-76.683,-7.433,CAMPANILLA,621020295
E000153304,-76.683,-7.433,CAMPANILLA,621020295
E000153348,-76.783,-7.567,EL VALLE,621098734
E000153349,-76.743,-7.866,BALZAYACU,620890974
E000153302,-76.778,-7.754,SION,621115257
E000000446,-76.607,-8.122,TANANTA,620767148
E000154200,-77.012,-8.242,ONGON,620604786
E000000447,-76.419,-8.223,INSTITUTO SUPERIOR TECNOLOGICO TOC*,620707983
E000000448,-76.472,-8.262,SANTA LUCIA,621098772
E000154202,-76.68,-8.294,AJI,620929526
E000150401,-76.417,-8.417,OLLATES,620996955
E000000451,-76.417,-8.417,PALMAWASI,620996955
E000154201,-76.417,-8.417,PALMAWASI,620996955
E000000452,-76.459,-8.503,UCHIZA,621012096
E000154203,-76.033,-8.933,AUCAYACU,620826358
E000000465,-76.35,-9.183,CACHICOTO,620908933
E000000474,-76.083,-8.951,AUCAYACU,620567672
E000000466,-76.256,-8.793,LA MORADA,620597935
E000140406,-76.032,-9.167,TINGO MARIA,621021765
E000154224,-75.833,-9.117,PLANTACION MARGARITA,620021408
E000000472,-75.833,-9.117,PLANTACION PORVENIR,620021408
E000000453,-75.809,-9.167,LA DIVISORIA,620580067
E000154208,-75.9,-9.25,TULUMAYO,620892424
E000000469,-75.85,-9.326,TULUMAYO,620848396
E000000456,-76.5,-9.883,JACAS CHICO,620621386
E000154221,-76.5,-9.883,JACAS CHICO,620621386
E000000454,-76.083,-9.667,CARPISH,620725951
E000154204,-76.126,-9.846,PUENTE TARUCA,620979143
E000000457,-76.31,-9.921,CANCHAN,620787884
E000154214,-76.233,-9.933,HUANUCO,620976397
E000000467,-76.05,-9.917,PANAO (LOS MOLINOS),620553963
E000000551,-76.167,-10.133,AMBO (IDMA),620580118
E000000552,-76.177,-10.33,SAN RAFAEL,620951650
E000000553,-76.183,-10.433,HUARIACA,620907623
E000000568,-76.141,-10.497,CHAPRIN,620672330
E000000475,-76.514,-10.491,YANAHUANCA,620892490
E000155424,-76.4,-10.467,GOYLLARISQUISGA,620670956
E000000569,-76.198,-10.567,ATACOCHA,620855343
E000155298,-76.15,-10.633,CHIQUICOCHA,620750771
E000155298,-76.15,-10.633,CHIQUICOCHA,620779666
E000155458,-76.033,-11.4,MALPASO,620977850
E000000999,-76.083,-11.483,PUNABAMBA,620544415
E000155465,-76.102,-11.611,MOROCOCHA,620591205
E000155425,-76.33,-10.605,ALCACOCHA,620757650
E000155429,-76.283,-10.7,QUIULACOCHA,620479701
E000155479,-76.089,-10.891,TAMBO DEL SOL,620600801
E000155283,-76.45,-10.833,AYARACRA,620815453
E000155295,-76.367,-11,HUAYLLAY,620505861
E000155436,-76.45,-10.833,LAGUNA PUN RUN,620815453
E000155434,-76.233,-10.817,SHELEY,620558140
E000155258,-76.183,-11.1,SAN BLAS,620600809
E000155452,-76.008,-11.007,CASAPATOS,620536134
E000155454,-76.067,-11.3,ATOCSAICO,620566421
E000155481,-75.989,-11.143,JUNIN,620743917
E000155455,-75.917,-11.283,LA CIMA,620596691
E000155116,-76.45,-11.217,ALPAMARCA,620003633
E000155482,-76.283,-11.233,HUEQUE,620514131
E000155114,-76.45,-11.15,RIO PALLANGA,620646222
E000155453,-76.45,-11.15,SAN JOSE DE PALLANGA,620646222
E000155259,-76.333,-11.133,SANTO DOMINGO,620730156
E000155515,-76.3,-11.483,CANCHALLOC,620763199
E000155456,-76.217,-11.367,HACIENDA CORPACANCHA,620838873
E000155121,-76.4,-11.333,YANTAC,620582936
E000151306,-75.9,-11.517,LA OROYA,620465984
E000155250,-75.9,-11.517,OROYA,620465984
E000155470,-75.962,-11.617,PACHACHACA,620876038
E000155468,-76.133,-11.733,POMACOCHA,620621484
E000155469,-76.05,-11.733,SAN CRISTOBAL,620676525
E000155228,-75.5,-11.758,SAN PEDRO DE CHUCLU,620836142
E000155449,-75.8,-11.967,HACIENDA COCHAS,620807257
E000155472,-75.717,-11.767,HACIENDA PACHACAYO,620906317
E000155448,-75.833,-11.817,HACIENDA PINASCOCHAS,620566449
E000155448,-75.833,-11.817,HACIENDA PINASCOCHAS,620565073
E000155485,-75.9,-11.967,YAURICOCHA,620753593
E000155475,-75.622,-11.875,CALICANTO,620013299
E000000518,-75.45,-11.8,HUARIPAMPA,620976497
E000000525,-75.1,-11.883,HUAYCHULO,620666901
E000000526,-75.1,-11.883,MARAVILCA,620666901
E000000567,-75.333,-11.9,SAN JUAN DE MATAH,620764596
E000155268,-75.6,-12.083,HACIENDA JATUNHUASI,620558207
E000155486,-75.35,-12.033,ANGASMAYO,620858173
E000000594,-75.432,-12.124,SAN JUAN DE JARPA,620815523
E000000620,-75.15,-12.117,MIRAFLORES,620567840
E000000642,-75.361,-12.252,LAIVE,620505933
E000155269,-75.498,-12.321,CHUNCHO,620504557
E000155301,-74.833,-11.717,ANDAMARCA,620833387
E000155301,-74.833,-11.717,ANDAMARCA,620832011
E000155183,-74.933,-11.967,PARIAHUANCA,620699926
E000156201,-74.817,-12.083,MATIBAMBA,620753599
E000006200,-74.817,-12.15,SALCABAMBA,620582977
E000156200,-74.817,-12.15,SALCABAMBA,620582977
E000000655,-74.769,-12.305,SAN LORENZO,620968267
E000155503,-74.767,-12.467,KICHUAS,620976531
E000000658,-74.605,-12.452,PAUCARBAMBA,620666927
E000000508,-74.889,-12.3,PAMPAS,620565099
E000155491,-74.84,-12.393,LA MEJORADA,620665551
E000000507,-75.417,-12.433,CERCAPUQUIO,620538961
E000155487,-75.3,-12.333,PALACO,620788013
E000000625,-75.036,-12.342,ACOSTAMBO,620533452
E000155502,-74.683,-12.562,MANTACRA,620925625
E000156125,-75.2,-12.617,MANTA,620756380
E000155492,-74.4,-12.567,LA COBRIZA,620935257
E000155505,-74.4,-12.633,SANTA ROSA,620022973
E000156118,-75.317,-12.667,ACOBAMBILLA,620716478
E000155493,-75.4,-12.683,CHILICOCHA,620719232
E000156120,-75.3,-12.75,TELEPACCHA,620702723
E000155506,-74.383,-12.733,CHURCAMPA,620547232
E000155494,-74.967,-12.783,HUANCAVELICA,620801797
E000155495,-75.104,-12.919,ASTOBAMBA,620746764
E000156209,-74.233,-12.817,LURICOCHA,620544486
E000155478,-75.117,-12.995,HUICHICOCHA,620534866
E000000660,-74.239,-12.946,HUANTA,620595404
E000000659,-74.568,-12.837,ACOBAMBA,620556872
E000155497,-74.95,-13.033,HUACHOCOLPA,620599538
E000156150,-74.433,-13.017,JULCAMARCA,620748146
E000000663,-74.141,-13.055,LA QUINUA,620552755
E000156205,-74.399,-13.087,SAN PEDRO DE CACHI,620825206
E000140654,-74.2,-13.15,AYACUCHO,620695865
E000000662,-74.267,-13.383,ALLPACHACA,620576165
E000156211,-73.954,-13.66,VILCASHUAMAN,620701396
E000156223,-73.35,-13.733,HUANCABAMBA,620523895
E000000665,-74.068,-13.749,HUANCAPI,620711035
E000156221,-73.533,-13.75,HUANCARAY,620723416
E000157213,-73.883,-14.167,HUACAHA,620686286
E000156215,-73.883,-13.033,HACIENDA COCHAS,620679346
E000000666,-73.983,-13.017,SAN MIGUEL,620629809
E000156220,-73.617,-13.217,CHUNGUI,620481212
E000156139,-74.967,-13.333,LOS LIBERTADORES,620756418
E000000647,-75.086,-13.259,TUNEL CERO,620492222
E000156203,-74.633,-13.55,PARAS,620628460
E000156206,-74.35,-13.583,CHUSCHI,620591311
E000156210,-74,-13.583,VISCHONGO,620889903
E000156222,-73.367,-13.517,ANDARAPA,620629836
E000000668,-73.683,-13.533,URIPA,620512876
E000006680,-73.432,-13.658,TALAVERA,620734419
E000000651,-74.117,-13.633,CANGALLO,620881650
E000157208,-74.633,-13.7,UCHPA,620695894
E000156214,-73.783,-13.733,CARHUANCA,620472984
E000156218,-74.333,-13.917,HUANCASANCOS,620836257
E000156208,-74.4,-14.133,PATAHUASI,620794988
E000156204,-74.314,-14.1,URUBAMBA,620829386
E000157204,-74.206,-14.107,PUTACCASA,620473002
E000157221,-73.45,-14.067,PECOPE,620020298
E000156212,-73.726,-13.883,CHILCAYOC,620701410
E000000667,-73.833,-14.017,QUEROBAMBA,620705542
E000157217,-73.631,-14.02,PAICO,620899558
E000157207,-74.2,-14.233,PAMPAMARCA,620551440
E000157212,-73.972,-14.274,AUCARA,620540437
E000006600,-73.612,-14.132,SORAS,620570701
E000000728,-73.55,-14.183,PAMPACHIRI,620713807
E000157214,-73.883,-14.367,CHIPAO,620761977
E000000737,-73.967,-14.383,ANDAMARCA,620706938
E000000771,-73.848,-12.457,PICHARI,620666930
E000156213,-73.826,-12.561,MACHENTE,620825177
E000156202,-73.789,-12.63,SAN FRANCISCO,621006813
E000156216,-73.567,-12.967,ANCO,620021614
E000000680,-72.55,-13.517,MOLLEPATA,620716524
E000156224,-72.7,-13.55,CUNYAC,620043662
E000000671,-72.887,-13.574,GRANJA MODELO,620624338
E000156234,-72.883,-13.633,ABANCAY,620624338
E000156243,-73.083,-13.65,HUANCARAMA,620566547
E000000811,-72.176,-13.946,TAMBOBAMBA,620726179
E000156241,-72.7,-14.1,CHUQUIBAMBILLA,620673899
E000007747,-73.167,-14.333,CHALHUANCA II,620783993
E000000747,-73.179,-14.392,CHALHUANCA,620449631
E000000748,-72.883,-14.367,ANTABAMBA,620716569
E000000686,-71.844,-13.767,PARURO,620662873
E000157320,-71.683,-14.317,LIVITACA,620695926
E000000687,-71.689,-13.921,ACOMAYO,620627105
E000000752,-72.084,-14.439,SANTO TOMAS,620508797
E000000757,-71.432,-14.801,YAURI,620456527
E000000753,-71.768,-15.185,CAYLLOMA,620418020
E000152167,-71.767,-15.267,CHALLPO,620005224
E000152170,-71.85,-15.15,MINAS CAYLLOMA,620356100
E000000573,-73.319,-10.404,SEPA,620071014
E000152309,-73.086,-10.738,SEPAHUA,620662712
E000000675,-73.183,-12.717,CIRIALO,620636672
E000156300,-72.628,-12.761,ECHARATE,620998564
E000000716,-72.587,-12.781,ECHARATE,620999940
E000000654,-72.271,-12.675,QUEBRADA YANATILE,620843072
E000000681,-72.433,-12.833,OCOBAMBA,620786663
E000000606,-72.692,-12.856,QUILLABAMBA,620966922
E000000676,-72.667,-12.95,MARANURA,620962798
E000000772,-73.017,-13.117,VILCABAMBA,620628437
E000000678,-72.45,-13.067,HUYRO,620728883
E000000688,-71.633,-13.7,URCOS,620512886
E000156303,-72.1,-13.05,HUACHIBAMBA,620562388
E000000766,-71.833,-13.2,HACIENDA SANTA INES,620578906
E000156341,-71.677,-13.237,SUNCHUBAMBA,620734397
E000000679,-72.546,-13.167,MACHU PICCHU,620932536
E000000685,-71.95,-13.333,CALCA,620931170
E000000674,-72.083,-13.3,YUCAY,620867873
E000006306,-71.705,-13.363,COLQUEPATA,620632578
E000000767,-72.061,-13.391,CHINCHERO,620620198
E000000809,-71.687,-13.594,CAICAY,620929808
E000000690,-71.56,-13.61,CCATCCA,620500496
E000000715,-71.441,-13.581,HUAYLLAPAMPA,620750927
E000140608,-71.967,-13.533,CUSCO,620550029
E000000692,-71.4,-13.633,OCONGATE,620572051
E000000812,-71.536,-14.028,POMACANCHI,620664262
E000000756,-71.433,-14.1,COMBAPATA,620859658
E000000759,-71.237,-14.253,SICUANI,620829395
E000000769,-71.433,-14.217,YANAOCA,620595473
E000000770,-71.2,-14.333,CHECTUYOC,620657399
E000156333,-71.15,-14.383,MARANGANI,620650522
E000000884,-71.231,-14.425,LA RAYA,620522554
E000000787,-69.484,-15.388,HUARAYA MOHO,660065494
E000157420,-69.433,-15.45,CONIMA,660061976
E000000783,-70.118,-15.136,ARAPA,660028882
E000000824,-69.868,-14.915,PUTINA,660081678
E000157414,-69.868,-14.915,PUTINA,660081678
E000000785,-69.952,-14.767,MUNANI,660051403
E000000786,-69.754,-15.202,HUANCANE,660079571
E000000827,-69.367,-15.017,COJATA,660052112
E000157733,-69.866,-15.237,RAMIS,660071123
E000157413,-69.967,-15.3,TARACO,660090836
E000157404,-70.633,-14.483,NUNOA,660070407
E000157406,-70.3,-14.3,ANTAUTA,660047876
E000007415,-70.026,-14.364,CRUCERO,660045765
E000000709,-69.961,-14.358,SOLLOCTA,660064773
E000000826,-69.557,-14.604,ANANEA,660055625
E000157419,-69.534,-14.678,ANANEA,660052810
E000000778,-70.314,-14.716,PROGRESO,660072523
E000157407,-70.517,-14.733,ORURILLO,660016203
E000000823,-70.793,-14.618,SANTA ROSA,660091529
E000000776,-70.593,-14.872,AYAVIRI,660057741
E000000764,-70.726,-14.79,CHUQUIBAMBILLA,660083084
E000000711,-70.4,-14.95,TIRAPATA,660015502
E000152002,-70.883,-14.933,LLALLY,660089423
E000157451,-70.757,-15.288,HACIENDA ORDU,660049300
E000000880,-69.46,-16.204,JULI,660055652
E000158343,-69.002,-16.248,YUNGUYO,660065509
E000000882,-69.075,-16.308,TAHUACO - YUNGUYO,660039461
E000000885,-69.267,-16.35,TUQUINA,660075366
E000000888,-69.757,-15.937,CARITAMAYA,660045790
E000152000,-69.8,-15.983,RINCON DE LA CRUZ,660012704
E000000879,-69.645,-16.088,ILAVE,660078882
E000000789,-69.983,-15.967,COLLACACHI,660057760
E000000889,-70.067,-16.155,LARAQUERI,660084515
E000158329,-69.631,-16.419,CHILLIGUA,660085223
E000500019,-69.933,-17.017,COYPA COYPA,660004977
E000000878,-69.715,-16.739,MAZO CRUZ,660098604
E000000881,-69.369,-16.907,PIZACOMA,660083824
E000000818,-69.693,-15.768,ISLA TAQUILE,660072540
E000000590,-69.578,-10.956,I,620904900
E000155306,-69.583,-11.35,FUNDO IBERIA,620743931
E000000591,-69.583,-11.35,IBERIA,620743931
E000005570,-71.283,-11.944,PAKITZA,620946232
E000000652,-71.403,-12.83,SALVACION,620858215
E000000589,-71.182,-12.79,SHINTUYA,620735750
E000000691,-71.191,-13.151,PILCOPATA,620838969
E000006671,-71.468,-13.024,CHONTACHACA,620735762
E000006672,-71.571,-13.113,ROCOTAL,620649078
E000000695,-70.497,-13.804,OLLACHEA,620541786
E000140609,-70.767,-13.2,QUINCEMIL,620598171
E000000825,-69.706,-14.154,LIMBANI,620684913
E000156401,-70.389,-13.69,SAN GABAN,620078068
E000006401,-70.405,-13.441,SAN GABAN,620471591
E000000777,-70.439,-14.07,MACUSANI,620712426
E000157422,-69.283,-14.5,SINA,620537698
E000157418,-69.549,-14.489,CUYO CUYO,620528065
E000000775,-69.15,-12.65,TAMBOPATA,620869214
E000000790,-69.161,-14.227,TAMBOPATA,620790865
E000000808,-69.205,-12.589,PUERTO MALDONADO,621008186
E000000479,-72.783,-9.517,BREU,621030038
E000154500,-70.75,-9.75,PUERTO ESPERANZA,620727330
E000000283,-74.235,-11.047,OVENTENI,620580168
E000000283,-74.235,-11.047,OVENTENI,620581544
E000155457,-75.833,-11.4,JACAYHUANCA,620588441
E000000554,-75.691,-11.397,TARMA,620865019
E000155226,-75.217,-10.717,LA GRANJA,620541620
E000005572,-75.263,-10.754,VILLA RICA,620670967
E000155277,-75.964,-10.626,HACIENDA HUANCA,620760401
E000155444,-75.583,-10.717,MANTO,620688852
E000155430,-75.84,-10.562,MACHAVADO,620598027
E000155233,-75.383,-10.717,MEZA PATA,620592533
E000155437,-75.531,-10.735,YAUPI,620910391
E000155437,-75.531,-10.735,YAUPI,620911767
E000155443,-75.808,-10.746,PAUCARTAMBO,620523735
E000155289,-75.85,-10.85,CHANCHOS BAJOS SUR,620580156
E000155290,-75.983,-10.8,CHUPACA,620569146
E000155421,-74.893,-10.914,PERENE,620939296
E000155257,-75.867,-10.983,HACIENDA MANCAN,620726020
E000000558,-75.25,-10.9,PAMPA WHALEY,620955809
E000000555,-75.632,-11.269,HUASAHUASI,620761811
E000155260,-75.633,-11.283,SOGAYACO,620761811
E000000571,-74.609,-11.224,SATIPO,620687505
E000000561,-75.333,-11.133,SAN RAMON,620885646
E000000562,-74.55,-11.25,MAZAMARI,620620083
E000005550,-75.353,-11.26,CHONTABAMBA,620731539
E000155230,-75.283,-11.25,SAN ELOY DE SINGAYAC,620618707
E000155184,-74.916,-11.509,TOLDOPAMPA,620611841
E000000560,-75.129,-11.748,COMAS,620728813
E000005232,-75.012,-11.619,RUNATULLO,620827879
E000155229,-75.533,-11.556,RICRAN,620724675
E000000455,-75.885,-10.052,CHAGLLA,620772756
E000000480,-74.743,-8.85,TOURNAVISTA,620745173
E000000478,-74.961,-9.381,PUERTO INCA,621002511
E000000427,-75.084,-9.855,CIUDAD CONSTITUCION,621057576
